match_id,season,date,round,referee,home_team,away_team,home_score,away_score,home_xg,away_xg,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_possession,away_possession,attendance
2676,2025,"sobota 18.10.2025, 15:30",11. kolo,Peter Ziemba,MFK Ružomberok,KFC Komárno,0,1,0.79,0.36,10,7,3,1,6,2,11,12,2,3,0,0,58.1,41.9,737
2677,2025,"sobota 18.10.2025, 15:30",11. kolo,Peter Kráľovič,AS Trenčín,MFK Skalica,1,1,2.07,1.03,17,13,4,2,3,8,8,13,0,2,0,0,63.3,36.7,1015
2678,2025,"nedeľa 19.10.2025, 18:00",11. kolo,Lukáš Dzivjak,FC DAC 1904 Dunajská Streda,MŠK Žilina,1,2,2.67,1.49,26,13,6,3,9,1,13,16,3,2,0,0,65.8,34.2,4768
2679,2025,"sobota 18.10.2025, 15:30",11. kolo,Martin Dohál,FC Tatran Prešov,FK Železiarne Podbrezová,2,2,2.41,1.78,15,15,3,4,6,8,7,11,2,6,0,0,43.5,56.5,6098
2680,2025,"nedeľa 26.10.2025, 18:00",12. kolo,Filip Glova,ŠK Slovan Bratislava,FC Tatran Prešov,0,1,0.49,1.85,5,19,1,5,3,4,11,9,5,1,1,0,53.6,46.4,6498
2681,2025,"sobota 25.10.2025, 18:00",12. kolo,Ivan Kružliak,FC Košice,FK Železiarne Podbrezová,2,4,0.73,2.22,8,16,3,8,2,1,12,13,0,1,0,0,44.6,55.4,2234
2682,2025,"sobota 25.10.2025, 15:30",12. kolo,Jaroslav Sučka,AS Trenčín,KFC Komárno,0,1,0.74,1.27,11,10,2,4,1,3,14,26,3,2,1,0,62.7,37.3,988
2683,2025,"nedeľa 26.10.2025, 15:30",12. kolo,Michal Očenáš,MFK Ružomberok,FC Spartak Trnava,1,1,0.72,1.07,11,14,5,5,6,7,15,14,0,2,1,1,33.9,66.1,1434
2684,2025,"sobota 25.10.2025, 15:30",12. kolo,Matej Choreň,MFK Zemplín Michalovce,FC DAC 1904 Dunajská Streda,2,4,0.63,2.88,11,20,5,11,3,5,15,13,1,3,0,0,44.5,55.5,1153
2685,2025,"sobota 25.10.2025, 15:30",12. kolo,Bálint Kišš,MŠK Žilina,MFK Skalica,3,2,2.34,1.78,15,18,8,6,5,6,9,12,3,3,0,0,47.4,52.6,1423
2686,2025,"sobota 01.11.2025, 15:30",13. kolo,Peter Kráľovič,FK Železiarne Podbrezová,ŠK Slovan Bratislava,1,3,1.58,1.77,14,13,2,4,1,7,16,14,1,2,0,0,39.6,60.4,3048
2687,2025,"nedeľa 02.11.2025, 18:00",13. kolo,Marián Ruc,FC Spartak Trnava,AS Trenčín,4,0,2.42,1.13,16,8,8,2,3,3,15,12,3,2,0,0,50.5,49.5,3937
2688,2025,"nedeľa 02.11.2025, 15:30",13. kolo,Erik Gemzický,KFC Komárno,MFK Zemplín Michalovce,1,1,1.52,2.37,8,13,1,2,5,5,11,17,0,1,1,0,46.2,53.8,280
2689,2025,"sobota 01.11.2025, 18:00",13. kolo,Michal Očenáš,FC DAC 1904 Dunajská Streda,FC Košice,3,1,1.59,0.35,27,8,9,3,9,3,8,12,1,2,0,1,73.4,26.6,4085
2690,2025,"sobota 01.11.2025, 15:30",13. kolo,Boris Benedik,MFK Skalica,MFK Ružomberok,0,0,0.73,0.37,13,7,5,2,9,5,10,12,0,0,0,0,63.9,36.1,473
2691,2025,"sobota 01.11.2025, 15:30",13. kolo,Michal Smolák,FC Tatran Prešov,MŠK Žilina,0,4,0.45,2.23,9,13,2,6,4,5,6,13,2,2,0,0,57.5,42.5,6160
2692,2025,"sobota 08.11.2025, 15:30",14. kolo,Peter Ziemba,AS Trenčín,FC Košice,2,0,2.24,0.77,13,11,7,3,7,7,9,17,3,3,0,0,50.2,49.8,940
2693,2025,"nedeľa 09.11.2025, 15:30",14. kolo,Martin Dohál,ŠK Slovan Bratislava,KFC Komárno,3,2,1.31,0.57,13,11,7,6,4,6,13,12,4,2,0,0,62.8,37.2,4897
2694,2025,"nedeľa 09.11.2025, 18:00",14. kolo,Ivan Kružliak,FC Tatran Prešov,FC Spartak Trnava,2,1,0.96,0.43,8,5,3,2,4,5,15,20,4,4,0,1,35.7,64.3,6327
2695,2025,"sobota 08.11.2025, 15:30",14. kolo,Lukáš Dzivjak,MFK Ružomberok,FC DAC 1904 Dunajská Streda,0,1,0.73,1.01,12,15,1,4,5,3,7,8,1,3,1,0,39.1,60.9,1155
2696,2025,"sobota 08.11.2025, 18:00",14. kolo,Boris Marhefka,MŠK Žilina,MFK Zemplín Michalovce,2,0,1.6,0.54,16,8,6,3,5,7,15,13,1,2,0,0,48.1,51.9,1671
2697,2025,"sobota 08.11.2025, 15:30",14. kolo,Filip Malárik,FK Železiarne Podbrezová,MFK Skalica,2,0,1.98,0.69,25,10,9,2,5,2,8,9,2,2,0,1,56.9,43.1,502
2698,2025,"sobota 22.11.2025, 15:30",15. kolo,Erik Gemzický,MFK Skalica,ŠK Slovan Bratislava,0,1,0.81,1.06,11,14,1,5,1,6,10,10,0,1,0,0,32.4,67.6,1027
2699,2025,"sobota 22.11.2025, 15:30",15. kolo,Bálint Kišš,MŠK Žilina,AS Trenčín,4,1,2.88,1.46,22,10,8,1,3,7,13,7,1,0,0,0,44.5,55.5,1354
2700,2025,"sobota 22.11.2025, 18:00",15. kolo,Michal Očenáš,FC Košice,FC Spartak Trnava,1,2,1.06,1.98,14,12,3,6,1,4,14,8,4,3,0,0,40.3,59.7,2411
2701,2025,"nedeľa 23.11.2025, 18:00",15. kolo,Matej Choreň,FC DAC 1904 Dunajská Streda,FC Tatran Prešov,0,0,1.3,0.25,19,7,4,5,6,2,7,9,0,2,1,0,66.4,33.6,3549
2702,2025,"sobota 22.11.2025, 15:30",15. kolo,Igor Valent,KFC Komárno,FK Železiarne Podbrezová,1,0,2.16,1.24,13,19,5,3,3,3,9,13,3,2,0,0,37.9,62.1,230
2703,2025,"nedeľa 23.11.2025, 15:30",15. kolo,Filip Glova,MFK Zemplín Michalovce,MFK Ružomberok,4,2,3.69,1.48,28,14,15,4,7,5,4,13,1,1,0,0,58.2,41.8,735
2704,2025,"sobota 29.11.2025, 15:30",16. kolo,Boris Benedik,FC Spartak Trnava,KFC Komárno,2,0,1.01,0.41,14,8,3,1,3,4,14,19,1,1,0,0,55.8,44.2,3112
2705,2025,"sobota 29.11.2025, 15:30",16. kolo,Boris Marhefka,FC Tatran Prešov,MFK Skalica,3,2,0.98,1.6,11,20,6,6,3,11,9,8,0,1,1,0,43.1,56.9,5356
2706,2025,"nedeľa 30.11.2025, 18:00",16. kolo,Ivan Kružliak,FK Železiarne Podbrezová,MŠK Žilina,2,0,1.85,0.43,17,8,11,1,3,5,13,17,3,1,0,0,54.1,45.9,557
2707,2025,"sobota 29.11.2025, 15:30",16. kolo,Peter Ziemba,MFK Ružomberok,FC Košice,1,1,2.26,0.74,14,10,6,5,7,1,12,14,2,1,0,0,57.3,42.7,676
2708,2025,"sobota 29.11.2025, 18:00",16. kolo,Michal Smolák,AS Trenčín,FC DAC 1904 Dunajská Streda,0,3,0.55,1.32,9,12,3,6,8,4,12,10,0,0,0,0,44.2,55.8,744
2709,2025,"nedeľa 30.11.2025, 15:30",16. kolo,Lukáš Dzivjak,ŠK Slovan Bratislava,MFK Zemplín Michalovce,3,2,0.96,1.18,15,14,6,3,5,3,15,10,3,1,0,1,67.3,32.7,3689
2710,2025,"nedeľa 07.12.2025, 15:30",17. kolo,Peter Kráľovič,AS Trenčín,FC Tatran Prešov,0,0,0.58,0.91,12,12,2,4,2,5,13,8,1,3,0,0,63.7,36.3,967
2711,2025,"sobota 06.12.2025, 18:00",17. kolo,Boris Marhefka,FC Košice,ŠK Slovan Bratislava,2,0,2.02,0.67,17,13,6,1,4,2,13,10,2,1,0,0,32.6,67.4,4378
2712,2025,"sobota 06.12.2025, 15:30",17. kolo,Martin Dohál,MFK Skalica,KFC Komárno,1,1,0.58,1.63,7,16,2,4,2,6,16,16,1,4,0,0,38.4,61.6,303
2713,2025,"sobota 06.12.2025, 15:30",17. kolo,Marián Ruc,MFK Zemplín Michalovce,FK Železiarne Podbrezová,0,4,0.4,0.8,9,7,1,5,4,6,8,17,1,4,1,0,41.5,58.5,815
2714,2025,"nedeľa 07.12.2025, 18:00",17. kolo,Ivan Kružliak,FC DAC 1904 Dunajská Streda,FC Spartak Trnava,3,1,2.74,2.15,17,19,10,5,3,9,18,23,4,6,1,1,41.3,58.7,5184
2715,2025,"sobota 06.12.2025, 15:30",17. kolo,Matej Choreň,MŠK Žilina,MFK Ružomberok,1,2,1.39,0.73,14,10,4,5,4,6,11,16,3,3,0,1,64.7,35.3,1536
2716,2025,"nedeľa 14.12.2025, 15:30",18. kolo,Erik Gemzický,KFC Komárno,FC Košice,1,2,1.27,1.34,14,10,6,3,7,9,10,13,0,0,0,0,46.2,53.8,367
2717,2025,"sobota 13.12.2025, 15:30",18. kolo,Michal Smolák,FK Železiarne Podbrezová,FC DAC 1904 Dunajská Streda,0,1,1.75,0.47,24,10,5,2,12,5,10,9,1,2,0,0,65.9,34.1,511
2718,2025,"sobota 13.12.2025, 15:30",18. kolo,Filip Glova,FC Spartak Trnava,MFK Skalica,2,0,2.19,0.31,16,5,3,1,2,3,10,18,0,3,0,0,62.1,37.9,2964
2719,2025,"sobota 13.12.2025, 15:30",18. kolo,Bálint Kišš,MFK Ružomberok,AS Trenčín,0,0,0.89,0.36,13,8,1,1,11,4,11,11,1,2,0,0,40.3,59.7,543
2720,2025,"nedeľa 14.12.2025, 18:03",18. kolo,Peter Kráľovič,ŠK Slovan Bratislava,MŠK Žilina,3,2,1.62,1,8,9,4,3,3,4,9,14,1,1,0,0,51.1,48.9,5236
2721,2025,"sobota 13.12.2025, 18:00",18. kolo,Michal Očenáš,FC Tatran Prešov,MFK Zemplín Michalovce,0,1,1.78,1.22,10,14,3,5,3,8,8,10,2,3,0,0,43.1,56.9,6007
2722,2025,"sobota 07.02.2026, 15:30",19. kolo,Lukáš Dzivjak,AS Trenčín,FK Železiarne Podbrezová,0,4,1.18,1.73,17,18,8,10,7,2,5,16,4,1,0,0,63,37,978
2723,2025,"nedeľa 08.02.2026, 15:30",19. kolo,Peter Ziemba,MŠK Žilina,KFC Komárno,1,0,1.93,0.34,12,7,7,2,4,5,11,21,1,3,0,0,57.8,42.2,1255
2724,2025,"sobota 07.02.2026, 15:30",19. kolo,Ivan Kružliak,FC Košice,MFK Skalica,3,1,2.88,1.96,20,12,9,3,6,6,11,13,1,1,0,1,51.8,48.2,2847
2725,2025,"sobota 07.02.2026, 15:30",19. kolo,Marián Ruc,MFK Ružomberok,FC Tatran Prešov,1,0,1.18,0.62,13,12,5,4,4,8,20,20,1,4,0,0,42.3,57.7,1158
2726,2025,"sobota 07.02.2026, 18:00",19. kolo,Michal Očenáš,FC DAC 1904 Dunajská Streda,ŠK Slovan Bratislava,0,3,1.54,2.17,9,8,2,5,4,5,8,20,1,5,1,0,46,54,9301
2727,2025,"nedeľa 08.02.2026, 18:00",19. kolo,Erik Gemzický,MFK Zemplín Michalovce,FC Spartak Trnava,1,1,1.18,1.63,8,12,4,2,4,4,13,21,2,2,0,0,50.2,49.8,1238
2728,2025,"nedeľa 15.02.2026, 15:30",20. kolo,Matej Choreň,KFC Komárno,FC DAC 1904 Dunajská Streda,2,2,2.18,0.87,16,13,7,5,6,4,13,15,2,4,0,0,40.5,59.5,640
2729,2025,"sobota 14.02.2026, 15:30",20. kolo,Filip Glova,MFK Skalica,MFK Zemplín Michalovce,2,1,0.52,1,6,16,3,2,5,8,17,10,2,2,1,0,27.9,72.1,312
2730,2025,"nedeľa 15.02.2026, 18:00",20. kolo,Michal Smolák,FC Spartak Trnava,MŠK Žilina,0,0,1.05,0.44,16,9,3,5,6,7,14,15,0,0,0,0,50.9,49.1,3069
2731,2025,"sobota 14.02.2026, 18:00",20. kolo,Boris Marhefka,FC Tatran Prešov,FC Košice,1,4,0.57,0.98,8,12,3,6,2,7,8,9,0,3,1,0,37,63,6398
2732,2025,"sobota 14.02.2026, 15:30",20. kolo,Peter Kráľovič,ŠK Slovan Bratislava,AS Trenčín,0,2,1.97,0.81,22,12,3,4,12,5,4,13,0,0,0,0,71.6,28.4,4917
2733,2025,"sobota 14.02.2026, 15:30",20. kolo,Martin Dohál,FK Železiarne Podbrezová,MFK Ružomberok,5,0,3.53,0.58,17,12,10,5,7,8,14,7,2,0,0,0,48.6,51.4,611
2734,2025,"sobota 21.02.2026, 15:30",21. kolo,Peter Kráľovič,FC Tatran Prešov,KFC Komárno,1,1,1.24,0.73,16,11,7,3,2,4,11,25,0,1,0,1,58.7,41.3,3669
2735,2025,"sobota 21.02.2026, 15:30",21. kolo,Boris Benedik,FC DAC 1904 Dunajská Streda,MFK Skalica,3,2,2.3,2.41,16,23,7,9,5,7,6,12,1,0,0,0,53.2,46.8,3515
2736,2025,"nedeľa 22.02.2026, 18:00",21. kolo,Lukáš Dzivjak,FC Košice,MŠK Žilina,2,2,1.7,0.68,15,12,4,4,1,7,12,6,1,2,0,0,50.5,49.5,2482
2737,2025,"nedeľa 22.02.2026, 15:30",21. kolo,Erik Gemzický,MFK Ružomberok,ŠK Slovan Bratislava,2,2,0.59,0.53,6,10,3,3,1,8,17,10,1,1,0,1,38.8,61.2,1513
2738,2025,"sobota 21.02.2026, 15:30",21. kolo,Bálint Kišš,AS Trenčín,MFK Zemplín Michalovce,1,2,1.81,1.39,15,7,3,2,5,4,6,16,2,5,0,0,50.3,49.7,686
