match_id,season,date,round,referee,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,status
P1_20260201_SPLISBON_NACIONAL,2025/26,2026-02-01,,Ricardo Baixinho,Sp Lisbon,Nacional,2,1,16,6,7,4,11,0,12,15,0,3,0,0,full_time
P1_20260201_TONDELA_BENFICA,2025/26,2026-02-01,,Luís Godinho,Tondela,Benfica,0,0,7,23,1,9,1,13,19,5,5,0,0,0,full_time
P1_20260202_AVS_SPBRAGA,2025/26,2026-02-02,,Carlos Macedo,AVS,Sp Braga,0,4,8,10,3,8,1,4,3,6,0,1,0,0,full_time
P1_20260202_CASAPIA_PORTO,2025/26,2026-02-02,,Pedro Ramalho,Casa Pia,Porto,2,1,6,15,3,6,0,10,14,14,3,2,0,1,full_time
P1_20260207_ESTRELA_SANTACLA,2025/26,2026-02-07,,Fábio Veríssimo,Estrela,Santa Clara,1,0,12,17,4,5,3,6,15,9,4,1,0,0,full_time
P1_20260207_MOREIREN_GILVICEN,2025/26,2026-02-07,,David Silva,Moreirense,Gil Vicente,1,2,3,15,1,4,3,6,18,15,3,1,1,0,full_time
P1_20260207_ESTORIL_TONDELA,2025/26,2026-02-07,,Márcio André Dias Torres,Estoril,Tondela,2,2,15,6,6,5,5,4,8,8,1,0,0,0,full_time
P1_20260207_AROUCA_GUIMARAE,2025/26,2026-02-07,,Miguel Fonseca,Arouca,Guimaraes,3,2,10,14,6,6,1,6,19,15,1,4,0,0,full_time
P1_20260208_NACIONAL_CASAPIA,2025/26,2026-02-08,,Gustavo Correia,Nacional,Casa Pia,0,0,21,9,4,3,12,1,15,11,2,3,0,0,full_time
P1_20260208_SPBRAGA_RIOAVE,2025/26,2026-02-08,,Miguel Nogueira,Sp Braga,Rio Ave,3,0,15,7,7,2,9,1,14,8,1,1,0,0,full_time
P1_20260208_BENFICA_ALVERCA,2025/26,2026-02-08,,Bruno Costa,Benfica,Alverca,2,1,29,6,10,2,9,1,11,18,3,2,0,0,full_time
P1_20260209_FAMALICA_AVS,2025/26,2026-02-09,,Luís Carlos Mateus Filipe,Famalicao,AVS,3,1,14,7,6,1,7,2,9,14,3,2,0,0,full_time
P1_20260209_PORTO_SPLISBON,2025/26,2026-02-09,,Luís Godinho,Porto,Sp Lisbon,1,1,8,11,1,3,1,8,14,12,3,5,0,0,full_time
P1_20260213_SANTACLA_BENFICA,2025/26,2026-02-13,,António Nobre,Santa Clara,Benfica,1,2,9,11,2,3,1,7,23,5,6,2,1,0,full_time
P1_20260213_TONDELA_ALVERCA,2025/26,2026-02-13,,Pedro Ramalho,Tondela,Alverca,1,1,18,10,4,4,11,5,14,10,5,5,0,1,full_time
P1_20260214_CASAPIA_AROUCA,2025/26,2026-02-14,,Diogo Rosa,Casa Pia,Arouca,3,2,11,8,4,4,2,3,21,8,5,2,0,0,full_time
P1_20260214_GUIMARAE_ESTRELA,2025/26,2026-02-14,,Carlos Macedo,Guimaraes,Estrela,2,1,20,7,6,4,9,2,13,18,3,2,0,0,full_time
P1_20260214_GILVICEN_SPBRAGA,2025/26,2026-02-14,,Claudio Pereira,Gil Vicente,Sp Braga,2,1,15,11,5,2,5,6,7,18,2,1,0,0,full_time
P1_20260215_NACIONAL_PORTO,2025/26,2026-02-15,,José Bessa,Nacional,Porto,0,1,9,8,2,5,5,8,13,11,4,0,0,0,full_time
P1_20260215_AVS_ESTORIL,2025/26,2026-02-15,,Luís Godinho,AVS,Estoril,3,0,15,12,3,2,9,9,9,10,2,2,0,0,full_time
P1_20260215_SPLISBON_FAMALICA,2025/26,2026-02-15,,David Silva,Sp Lisbon,Famalicao,1,0,22,2,5,1,14,1,17,19,3,2,0,0,full_time
P1_20260216_RIOAVE_MOREIREN,2025/26,2026-02-16,,Ricardo Baixinho,Rio Ave,Moreirense,1,2,18,6,6,3,7,1,17,24,1,3,0,0,full_time
P1_20260220_ESTRELA_TONDELA,2025/26,2026-02-20,,Gustavo Correia,Estrela,Tondela,0,2,15,11,3,5,5,3,12,17,2,3,1,0,full_time
P1_20260221_ALVERCA_SANTACLA,2025/26,2026-02-21,,Hélder Carvalho,Alverca,Santa Clara,1,1,7,16,1,3,5,2,16,14,2,2,0,0,full_time
P1_20260221_AROUCA_NACIONAL,2025/26,2026-02-21,,Luís Carlos Mateus Filipe,Arouca,Nacional,3,0,10,15,7,5,4,1,13,13,5,3,1,1,full_time
P1_20260221_BENFICA_AVS,2025/26,2026-02-21,,Miguel Fonseca,Benfica,AVS,3,0,22,3,9,0,10,1,7,14,0,0,0,0,full_time
P1_20260221_MOREIREN_SPLISBON,2025/26,2026-02-21,,Bruno Costa,Moreirense,Sp Lisbon,0,3,6,15,2,8,1,8,12,14,1,1,0,0,full_time
P1_20260221_SPBRAGA_GUIMARAE,2025/26,2026-02-21,,João Pinheiro,Sp Braga,Guimaraes,3,2,7,9,7,4,0,2,17,10,2,3,0,0,full_time
P1_20260222_ESTORIL_GILVICEN,2025/26,2026-02-22,,Iancu Vasilica,Estoril,Gil Vicente,3,1,10,12,7,4,1,4,13,8,0,0,0,0,full_time
P1_20260222_PORTO_RIOAVE,2025/26,2026-02-22,,David Silva,Porto,Rio Ave,1,0,16,6,3,1,10,1,14,16,2,3,0,0,full_time
P1_20260223_FAMALICA_CASAPIA,2025/26,2026-02-23,,André Narciso,Famalicao,Casa Pia,2,0,24,7,7,1,7,7,17,17,3,2,0,0,full_time
P1_20260227_PORTO_AROUCA,2025/26,2026-02-27,,Iancu Vasilica,Porto,Arouca,3,1,20,7,7,1,5,1,11,14,0,2,0,0,full_time
P1_20260227_SPLISBON_ESTORIL,2025/26,2026-02-27,,Sérgio Guelho,Sp Lisbon,Estoril,3,0,14,8,7,3,4,1,9,16,2,3,0,0,full_time
P1_20260228_AVS_ESTRELA,2025/26,2026-02-28,,Hélder Carvalho,AVS,Estrela,0,0,11,16,3,6,7,9,17,9,2,1,0,0,full_time
P1_20260228_NACIONAL_SPBRAGA,2025/26,2026-02-28,,Diogo Rosa,Nacional,Sp Braga,1,2,14,20,5,8,3,6,15,15,2,3,0,0,full_time
P1_20260228_GUIMARAE_ALVERCA,2025/26,2026-02-28,,Luís Carlos Mateus Filipe,Guimaraes,Alverca,1,1,15,11,6,5,0,11,16,5,1,2,0,0,full_time
P1_20260301_TONDELA_SANTACLA,2025/26,2026-03-01,,Anzhony Rodrigues,Tondela,Santa Clara,2,2,11,17,4,3,4,7,15,15,3,2,0,0,full_time
P1_20260301_CASAPIA_MOREIREN,2025/26,2026-03-01,,Fábio Veríssimo,Casa Pia,Moreirense,1,1,7,12,2,6,1,7,22,12,2,3,0,0,full_time
P1_20260301_RIOAVE_FAMALICA,2025/26,2026-03-01,,José Bessa,Rio Ave,Famalicao,0,0,16,10,4,4,5,5,19,15,4,2,0,0,full_time
P1_20260302_GILVICEN_BENFICA,2025/26,2026-03-02,,João Gonçalves,Gil Vicente,Benfica,1,2,13,11,5,3,5,3,16,12,2,3,0,0,full_time
P1_20260306_FAMALICA_AROUCA,2025/26,2026-03-06,,António Nobre,Famalicao,Arouca,1,0,13,10,6,4,5,1,12,16,1,1,0,0,full_time
P1_20260307_ALVERCA_AVS,2025/26,2026-03-07,,João Gonçalves,Alverca,AVS,0,0,17,12,2,2,8,0,7,13,1,3,0,0,full_time
P1_20260307_MOREIREN_NACIONAL,2025/26,2026-03-07,,Márcio André Dias Torres,Moreirense,Nacional,1,1,7,20,2,7,4,7,13,13,4,2,0,0,full_time
P1_20260307_SPBRAGA_SPLISBON,2025/26,2026-03-07,,Miguel Nogueira,Sp Braga,Sp Lisbon,2,2,10,14,3,5,6,5,17,13,3,3,0,0,full_time
P1_20260307_ESTORIL_CASAPIA,2025/26,2026-03-07,,Bruno Costa,Estoril,Casa Pia,0,0,9,9,1,2,4,5,10,12,2,2,0,0,full_time
P1_20260308_ESTRELA_GILVICEN,2025/26,2026-03-08,,Luís Godinho,Estrela,Gil Vicente,2,2,9,19,5,6,0,8,16,17,1,2,0,0,full_time
P1_20260308_BENFICA_PORTO,2025/26,2026-03-08,,João Pinheiro,Benfica,Porto,2,2,20,14,6,6,8,2,11,17,2,6,0,0,full_time
P1_20260308_SANTACLA_GUIMARAE,2025/26,2026-03-08,,David Silva,Santa Clara,Guimaraes,2,0,6,14,4,6,2,4,26,15,3,2,0,0,full_time
P1_20260309_TONDELA_RIOAVE,2025/26,2026-03-09,,Hélder Malheiro,Tondela,Rio Ave,0,1,6,9,2,2,3,2,15,14,0,5,0,0,full_time
P1_20260314_GUIMARAE_FAMALICA,2025/26,2026-03-14,,Hélder Carvalho,Guimaraes,Famalicao,1,2,12,13,6,3,3,11,22,13,1,1,0,0,full_time
P1_20260314_GILVICEN_ALVERCA,2025/26,2026-03-14,,Sérgio Guelho,Gil Vicente,Alverca,2,2,10,17,6,6,3,7,15,8,3,1,0,0,full_time
P1_20260314_AROUCA_BENFICA,2025/26,2026-03-14,,José Bessa,Arouca,Benfica,1,2,12,22,6,5,2,15,17,11,5,5,1,1,full_time
P1_20260315_AVS_SANTACLA,2025/26,2026-03-15,,Gustavo Correia,AVS,Santa Clara,0,1,10,12,2,3,4,6,16,10,2,1,1,0,full_time
