match_id,season,date,round,referee,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_shots_blocked,away_shots_blocked,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_possession,away_possession,home_passes,away_passes,home_passes_accurate,away_passes_accurate,home_tackles,away_tackles,home_tackles_won,away_tackles_won,home_saves,away_saves,home_offsides,away_offsides,home_clearances,away_clearances,home_goals_conceded,away_goals_conceded,home_fouls_won,away_fouls_won,home_assists,away_assists,home_substitutions,away_substitutions,home_formation,away_formation,attendance,status
666j7lg8n55vtnlunmwadm1hw,2025/26,2025-10-25,10,Erwin Blank,PEC Zwolle,N.E.C. Nijmegen,2,2,10,11,6,3,3,4,1,4,3,4,11,12,,1,,,34,65,251,479,178,385,17,11,10,8,1,4,3,2,33,13,2,2,11,11,1,1,4,4,4231,3142,13953,full_time
66klj0fer56ig2oqpgcdi0iz8,2025/26,2025-10-26,10,Serdar Gözübüyük,FC Twente,Ajax,2,3,21,9,5,6,7,1,9,2,6,1,14,13,,2,,,61,38,577,364,501,292,18,20,9,11,3,3,1,1,20,25,3,2,12,14,1,3,5,4,4231,4231,30000,full_time
66z2a1a845ldbmtcs4xm029sk,2025/26,2025-10-26,10,Allard Lindhout,Feyenoord,PSV,2,3,12,11,6,6,4,2,2,3,3,5,7,13,,1,,,48,52,422,465,330,384,19,19,10,11,3,4,,1,16,33,3,2,11,6,1,2,5,5,433,4231,47500,full_time
67d2mm2j3ya82oufkd4z0b11w,2025/26,2025-10-26,10,Jannick van der Laan,Go Ahead Eagles,Excelsior Rotterdam,2,0,12,11,4,2,5,3,3,6,4,10,7,12,1,2,,,51,48,462,430,372,365,10,9,5,5,2,2,1,1,33,32,,2,11,7,1,,5,5,433,433,9927,full_time
67r8axkhddczzage174zfrz84,2025/26,2025-10-26,10,Bas Nijhuis,AZ,FC Utrecht,4,1,18,8,7,2,4,4,7,2,8,2,4,14,,1,,,49,50,489,479,405,388,13,17,6,13,1,3,,,24,18,1,4,14,3,4,1,5,5,4231,4231,18909,full_time
685cnubqk6uy9km7yqylss7pw,2025/26,2025-10-31,11,Bas Nijhuis,PSV,Fortuna Sittard,5,2,21,10,6,4,8,2,7,4,7,4,8,12,,4,,,62,37,625,377,557,309,13,21,7,11,2,1,4,1,13,15,2,5,12,7,5,2,5,5,4231,433,34500,full_time
68jkplr9q740wag72yfsiv0gk,2025/26,2025-11-01,11,Marc Nagtegaal,Feyenoord,FC Volendam,3,1,37,9,9,1,9,6,19,2,10,1,4,8,,,,,54,45,466,398,404,338,14,10,6,4,,6,3,,10,36,1,3,7,3,2,1,5,4,4231,4231,47500,full_time
68yxx9i6lvx221jgjhbefohlg,2025/26,2025-11-01,11,Dennis Johan Higler,NAC Breda,Go Ahead Eagles,1,0,8,7,2,2,6,1,,4,2,2,10,8,4,2,,,43,56,385,505,311,413,16,13,11,8,2,1,1,2,42,28,,1,7,10,1,,5,5,4231,4231,20146,full_time
69ha8lx58jaeyqa9qatn2ydck,2025/26,2025-11-01,11,Jannick van der Laan,Ajax,sc Heerenveen,1,1,9,17,2,7,4,5,3,5,5,4,6,16,,2,,,57,42,540,406,449,326,17,20,11,10,6,1,2,,22,22,1,1,15,6,1,,3,3,4231,4231,54283,full_time
69w6g6stanc9indca3ye2t1ck,2025/26,2025-11-01,11,Martin van den Kerkhof,Telstar,Excelsior Rotterdam,2,2,17,21,8,8,4,9,5,4,3,5,8,15,,2,,,45,54,343,404,256,326,9,9,5,3,6,6,3,,23,12,2,2,15,6,2,1,5,5,3421,433,5270,full_time
6aagt6shfofyekgbr0pv76yac,2025/26,2025-11-02,11,Ingmar Oostrom,Heracles Almelo,PEC Zwolle,8,2,24,7,11,4,9,1,4,2,4,2,16,11,,1,,,57,42,434,338,349,252,18,9,15,5,2,3,,,15,28,2,8,11,16,5,1,5,3,442,442,11433,full_time
6aonvzrq4k2fgfwevknang3ro,2025/26,2025-11-02,11,Joey Kooij,FC Groningen,FC Twente,1,1,18,10,7,4,8,3,3,3,7,3,7,12,2,4,,,54,45,478,404,409,324,20,17,9,10,3,5,2,1,22,24,1,1,11,5,,1,2,5,4231,4231,21953,full_time
6b2ov0df7fsv1zb7bn2129tzo,2025/26,2025-11-02,11,Danny Desmond Makkelie,Sparta Rotterdam,AZ,0,1,10,20,3,14,3,3,4,3,6,9,7,12,1,1,,,42,58,345,492,270,409,17,13,11,8,13,3,2,2,23,23,1,,11,6,,1,5,3,4231,433,10290,full_time
6bigesjdmyfc8ps7hyu84njf8,2025/26,2025-11-02,11,Serdar Gözübüyük,FC Utrecht,N.E.C. Nijmegen,1,0,11,16,4,5,5,7,2,4,2,2,11,15,1,2,,,38,61,303,486,201,384,12,7,7,5,5,3,2,2,29,20,,1,10,11,1,,3,4,433,3421,23049,full_time
6bwgkzyafgv7sp1o1f4ww8mxg,2025/26,2025-11-07,12,Martijn Vos,FC Twente,Telstar,0,0,27,6,7,,8,2,12,4,10,2,13,4,2,2,,,66,33,627,321,553,245,14,10,10,6,,7,,4,15,44,,,4,13,,,5,4,433,3421,29500,full_time
6cb2vxr9dl8gb7r9bd75yre38,2025/26,2025-11-08,12,Rob Dieperink,Excelsior Rotterdam,Heracles Almelo,1,2,12,10,5,5,3,3,4,2,6,13,14,13,1,2,,,45,55,324,395,231,299,12,12,10,7,3,4,,1,36,28,2,1,12,13,1,2,5,4,433,442,4400,full_time
6cpqw3o14utrhj8gyb0w4xq1g,2025/26,2025-11-08,12,Richard Wilhelmus Martens,FC Volendam,NAC Breda,2,1,12,12,5,2,5,7,2,3,8,6,13,9,2,2,,,50,49,392,383,324,304,13,21,8,8,2,3,1,1,18,22,1,2,9,11,2,,5,5,4231,4231,6784,full_time
6d51ea4ndrpw3iuwkackibsb8,2025/26,2025-11-08,12,Jeroen Manschot,Fortuna Sittard,sc Heerenveen,2,0,10,18,5,8,5,4,,6,4,5,14,12,2,1,,,39,60,290,443,208,363,11,20,3,7,8,3,3,3,32,16,,2,11,13,,,5,4,4231,4231,10196,full_time
6dkm1vga98rohkf9c4zk5sz6c,2025/26,2025-11-08,12,Dennis Johan Higler,PEC Zwolle,Sparta Rotterdam,1,0,11,14,3,1,4,7,4,6,3,6,9,15,2,2,,,36,63,329,568,251,480,17,21,10,13,1,1,2,1,45,17,,1,15,9,1,,1,5,433,4231,13872,full_time
6ed5kg2remmkbu6snw1c0s4k4,2025/26,2025-11-09,12,Danny Desmond Makkelie,FC Utrecht,Ajax,2,1,16,10,6,4,6,3,4,3,6,4,15,10,1,,,,31,68,287,636,221,543,23,18,11,9,3,4,,1,38,23,1,2,9,14,2,1,4,5,4231,4231,22944,full_time
6fbqq2ubr43e4fpi1rglxdses,2025/26,2025-11-09,12,Serdar Gözübüyük,AZ,PSV,1,5,8,15,3,6,4,4,1,5,4,6,9,10,2,1,,,46,53,452,510,373,444,20,16,12,10,1,2,1,,14,15,5,1,10,9,1,4,5,5,4231,4231,19011,full_time
6g0i6zeaomzh33fdwh85v4o44,2025/26,2025-11-09,12,Allard Lindhout,N.E.C. Nijmegen,FC Groningen,2,0,13,10,5,4,7,4,1,2,9,3,6,13,1,1,,,55,44,394,325,300,234,28,27,22,11,4,2,1,,20,35,,2,13,5,2,,5,5,4231,4231,12650,full_time
6ghrsrc90and5s8kc2h9mucr8,2025/26,2025-11-09,12,Joey Kooij,Go Ahead Eagles,Feyenoord,2,1,9,21,5,6,3,6,1,9,4,7,7,10,2,1,,,39,60,356,536,272,452,6,8,4,5,5,3,1,1,37,19,1,2,10,6,1,,2,3,4231,4231,10116,full_time
6h0woo37np6ftm92avev5cufo,2025/26,2025-11-22,13,Joey Kooij,Ajax,Excelsior Rotterdam,1,2,15,8,5,4,4,3,6,1,9,2,4,13,2,1,,,64,35,631,360,555,285,22,19,13,14,2,4,2,,17,40,2,1,12,4,1,1,4,5,4231,4231,54484,full_time
6hv3u4uxpw4s2qm9zs76n728k,2025/26,2025-11-22,13,Stan Teuben,FC Volendam,FC Twente,1,1,11,18,4,6,4,9,3,3,4,4,5,12,,3,,,52,47,452,424,378,354,18,14,11,9,5,3,1,,18,21,1,1,12,5,1,1,5,3,4231,4231,6896,full_time
6iswhjkm3amvhi9mmjvu04104,2025/26,2025-11-22,13,Jeroen Manschot,Heracles Almelo,Go Ahead Eagles,4,2,22,6,12,4,7,,3,2,6,3,6,15,1,1,,,46,53,376,439,298,359,15,18,12,11,2,8,1,1,39,30,2,4,14,6,4,1,4,5,442,4231,11824,full_time
6j6y6li8ypg4zkzn4dyzcn2tw,2025/26,2025-11-22,13,Marc Nagtegaal,NAC Breda,PSV,0,1,16,9,3,4,10,4,3,1,6,5,11,15,2,1,,,47,52,358,423,273,348,20,22,8,14,3,3,,,13,28,1,,14,11,,1,5,4,532,4231,20299,full_time
6jz5tuevkvz2dddk4eeefjnro,2025/26,2025-11-22,13,Erwin Blank,Sparta Rotterdam,Fortuna Sittard,1,1,13,12,4,7,5,2,4,3,7,5,9,11,1,1,,,60,39,542,354,448,277,20,15,12,10,6,3,,3,28,32,1,1,11,9,1,,4,5,4231,4231,9500,full_time
6hgpwvcb9n0lb00msm45byz9w,2025/26,2025-11-23,13,Alex Bos,FC Groningen,PEC Zwolle,2,2,39,5,13,3,10,2,16,,13,,11,9,1,1,,,64,35,562,329,463,244,16,21,10,10,1,12,,2,9,62,2,2,9,11,2,2,5,5,4231,433,22271,full_time
6iedoj0heq35hhod1zgesvj10,2025/26,2025-11-23,13,Bas Nijhuis,Feyenoord,N.E.C. Nijmegen,2,4,19,22,5,12,9,5,5,5,7,6,8,13,1,1,,,54,45,424,350,347,274,24,15,11,9,8,3,,6,15,28,4,2,10,8,2,3,4,5,4231,3421,47500,full_time
6jl21dcqg9p41xzp2esv2og7o,2025/26,2025-11-23,13,Allard Lindhout,sc Heerenveen,AZ,3,1,21,9,9,5,6,3,6,1,8,5,9,4,1,,,,47,52,469,532,375,441,25,18,16,12,4,6,1,,21,21,1,3,4,9,3,1,3,5,4231,433,21285,full_time
6kd8stykdk7nnv0wskh0ayaz8,2025/26,2025-11-23,13,Robin Hensgens,Telstar,FC Utrecht,1,1,10,17,3,3,7,5,,9,1,9,10,10,2,2,,,42,58,368,493,292,399,16,15,10,11,2,1,3,,38,18,1,1,10,10,1,1,5,5,3421,433,4500,full_time
6n415iml8wvv7b4du8vo4tf6c,2025/26,2025-11-28,14,Stan Teuben,PEC Zwolle,sc Heerenveen,2,1,11,19,4,7,4,7,3,5,3,9,11,19,3,2,,,43,56,348,439,262,349,18,21,7,12,6,2,4,,45,19,1,2,19,11,1,1,4,5,433,4231,14000,full_time
6l5ltzvvk4fn2z9gyok9b3zmc,2025/26,2025-11-29,14,Serdar Gözübüyük,Excelsior Rotterdam,NAC Breda,1,0,6,22,2,3,4,13,,6,1,6,22,12,4,1,,,42,57,350,452,264,362,14,14,10,8,3,1,1,1,28,17,,1,10,22,,,4,5,4231,532,4600,full_time
6lxo3zvt4jelw6uh3yoe0xfro,2025/26,2025-11-29,14,Robin Hensgens,Fortuna Sittard,Heracles Almelo,1,1,23,6,5,3,12,3,6,,11,3,19,22,3,5,,,56,43,333,254,257,192,7,10,3,6,2,4,1,2,30,43,1,1,21,17,1,1,5,4,4231,442,10424,full_time
6mptlqzh53erdhhetiu1cecd0,2025/26,2025-11-29,14,Ingmar Oostrom,N.E.C. Nijmegen,Sparta Rotterdam,3,1,19,13,7,5,7,6,5,2,7,6,9,13,2,4,,,51,48,382,361,293,266,19,12,11,9,6,3,,,30,30,1,3,13,8,2,1,4,5,3412,4231,12650,full_time
6ljqfzivnhri0h337o0fjpl3o,2025/26,2025-11-30,14,Jeroen Manschot,FC Twente,AZ,1,0,7,7,2,1,3,4,2,2,2,3,13,9,3,4,,,50,49,447,431,354,349,17,17,10,6,1,2,3,3,25,23,,1,8,13,1,,5,4,4231,433,29700,full_time
6mbqrlz36ofzb5raqhyfxmivo,2025/26,2025-11-30,14,Jannick van der Laan,Go Ahead Eagles,FC Utrecht,2,2,11,17,6,8,3,5,2,4,4,3,9,12,2,2,,,59,40,529,366,434,280,13,14,9,6,6,4,2,1,20,29,2,2,12,8,2,2,4,5,4231,433,9943,full_time
6njr4bvx1f977sq417lampxxw,2025/26,2025-11-30,14,Martin van den Kerkhof,PSV,FC Volendam,3,0,19,10,8,2,6,8,5,,5,2,12,4,,,,,62,37,642,397,586,326,21,22,10,14,2,5,3,1,8,26,,3,3,12,3,,5,5,442,442,34700,full_time
6nxqse6dlpue18acfatwha7mc,2025/26,2025-11-30,14,Sander van der Eijk,Telstar,Feyenoord,1,2,12,11,2,7,8,1,2,3,3,6,8,8,,3,,,48,51,438,472,349,391,21,26,12,17,6,1,1,,30,34,2,1,8,8,1,2,5,5,3421,4141,5243,full_time
6krfcxyzutwiuyj0p3amv3y1g,2025/26,2025-12-02,14,Bas Nijhuis,Ajax,FC Groningen,2,0,13,17,6,7,4,4,3,6,3,5,14,10,1,,,,48,51,508,535,438,460,9,12,4,9,7,3,,1,25,7,,2,10,14,2,,6,5,541,4231,0,full_time
6opvpcs1yeg0i3qdj6v01c8b8,2025/26,2025-12-05,15,Martijn Vos,Excelsior Rotterdam,FC Groningen,0,2,16,20,6,8,8,8,2,4,5,6,10,9,2,1,,,45,54,417,502,325,414,16,15,12,9,6,5,3,2,23,15,2,,8,10,,,5,5,4231,442,4400,full_time
6px0fd3nljivftg9tojnh5udw,2025/26,2025-12-06,15,Marc Nagtegaal,Feyenoord,PEC Zwolle,6,1,25,7,12,4,9,1,4,2,8,4,17,12,1,1,,,57,43,440,337,387,264,17,9,9,5,3,6,,2,15,19,1,6,12,15,5,1,5,4,4231,433,47500,full_time
6qb6tlvln880f23x9ezljask4,2025/26,2025-12-06,15,Sander van der Eijk,Fortuna Sittard,Ajax,1,3,26,13,7,4,13,4,6,5,4,4,13,9,3,2,,,36,63,295,552,225,470,15,13,11,12,3,6,1,,23,27,3,1,9,13,,1,5,5,541,433,11920,full_time
6qpgvrm6g8e9zt2s9ut7tvxuc,2025/26,2025-12-06,15,Danny Desmond Makkelie,Heracles Almelo,Telstar,1,1,15,11,6,2,3,5,6,4,6,6,15,12,3,2,,,46,53,330,396,244,317,24,14,16,10,1,5,1,,36,32,1,1,12,14,1,1,4,5,4231,3421,12046,full_time
6r3jyz2y99zjo3dscn6ok56vo,2025/26,2025-12-06,15,Serdar Gözübüyük,sc Heerenveen,PSV,0,2,12,11,3,7,8,3,1,1,7,3,13,5,1,,,,37,62,359,607,274,535,21,13,9,10,5,3,,2,23,17,2,,5,12,,2,4,3,4231,433,24372,full_time
6obugg29ta9kdknak9wzhg104,2025/26,2025-12-07,15,Erwin Blank,AZ,Go Ahead Eagles,2,2,23,12,7,7,8,3,8,2,11,4,8,8,2,1,,,48,51,410,433,329,348,19,12,12,8,4,6,,1,32,29,2,2,7,8,1,1,3,5,4231,4231,18205,full_time
6p405u74qtkdrxnx7bwat8yl0,2025/26,2025-12-07,15,Allard Lindhout,FC Utrecht,FC Twente,1,1,12,21,4,6,3,7,5,8,6,8,8,8,1,2,,,36,63,286,503,208,422,21,16,11,12,5,2,2,,38,21,1,1,7,8,,1,3,2,4231,4231,23045,full_time
6pi067vbsh8hqfv2eu9p1747o,2025/26,2025-12-07,15,Rob Dieperink,FC Volendam,N.E.C. Nijmegen,2,3,13,16,5,7,7,3,1,6,4,8,7,17,2,5,,,43,56,294,387,223,320,17,11,14,8,4,3,,2,28,21,3,2,13,7,1,3,4,4,433,3412,6788,full_time
6rhpibrz57qc009izmouxw104,2025/26,2025-12-07,15,Bas Nijhuis,Sparta Rotterdam,NAC Breda,1,0,12,22,6,9,4,10,2,3,1,14,11,10,1,1,,,41,58,349,468,275,380,25,16,16,9,8,4,4,2,42,13,,1,10,10,1,,5,5,4231,532,9741,full_time
6spp8i15fkn7qw4jpgy77f47o,2025/26,2025-12-13,16,Danny Desmond Makkelie,FC Groningen,FC Volendam,3,0,26,4,7,1,7,3,12,,18,1,7,11,,1,,,68,32,486,237,418,164,17,17,13,12,,3,2,2,13,34,,3,10,7,1,,5,5,4231,4231,22525,full_time
6twcv4upeposengmywqcfxr10,2025/26,2025-12-13,16,Jannick van der Laan,PEC Zwolle,Fortuna Sittard,1,0,8,11,3,3,3,7,2,1,2,12,17,13,3,3,,,35,64,289,505,207,414,20,11,16,8,4,2,1,1,35,17,,1,11,16,1,,2,5,433,4231,13753,full_time
6uafpxrecs6yf3p17gw54tkpg,2025/26,2025-12-13,16,Alex Bos,PSV,Heracles Almelo,4,3,21,11,6,6,9,3,6,2,10,4,12,7,2,4,,,65,34,549,284,487,216,10,16,8,9,3,2,,,14,30,3,4,6,11,2,2,3,5,433,4231,33800,full_time
6v2zfdgtf8cnef2g8b8wezf9w,2025/26,2025-12-13,16,Richard Wilhelmus Martens,Telstar,N.E.C. Nijmegen,2,2,10,16,4,8,1,2,5,6,5,7,8,11,,2,,,32,67,238,497,159,416,29,15,18,8,5,2,4,1,32,20,2,2,9,8,2,2,4,5,3421,3421,5293,full_time
6rvvphd39b7q6es8kjcuyrms4,2025/26,2025-12-14,16,Serdar Gözübüyük,Ajax,Feyenoord,2,0,15,18,7,1,5,10,3,7,3,12,12,12,2,1,,,42,57,404,520,336,446,20,9,9,5,1,4,2,,40,10,,2,9,11,2,,5,5,541,4231,47506,full_time
6t42muwfpm4a1bc1ujl5kkyz8,2025/26,2025-12-14,16,Joey Kooij,FC Twente,Go Ahead Eagles,2,0,23,6,7,2,10,2,6,2,3,6,7,9,,3,,,54,45,487,397,399,312,14,10,9,5,2,5,1,2,34,16,,2,9,7,1,,4,5,4231,4231,30000,full_time
6ti544h1obbibpn1vn7wcu978,2025/26,2025-12-14,16,Jeroen Manschot,NAC Breda,FC Utrecht,1,1,16,11,3,6,7,4,6,1,6,5,10,12,2,2,,,56,43,536,411,464,346,16,20,6,10,5,2,,,15,30,1,1,10,10,1,1,4,5,4231,4231,20108,full_time
6uonv5l4l609ouhqtka6opkwk,2025/26,2025-12-14,16,Robin Hensgens,Sparta Rotterdam,sc Heerenveen,0,3,11,20,3,5,6,6,2,9,5,10,10,15,1,2,,,52,47,429,387,335,289,23,10,10,6,3,3,1,1,21,24,3,,15,10,,2,4,5,4231,4231,10020,full_time
6sa2w3r3576ofi5g2x5ya5tec,2025/26,2026-01-21,16,Alex Bos,AZ,Excelsior Rotterdam,1,1,13,8,4,2,5,4,4,2,4,5,8,10,3,1,,,60,40,618,402,522,308,22,19,15,13,1,3,2,1,26,31,1,1,9,8,,1,5,5,4231,442,16997,full_time
6vh2qwpt8r6t0ef81gzljwkd0,2025/26,2025-12-20,17,Sander van der Eijk,Excelsior Rotterdam,PEC Zwolle,2,1,13,9,4,3,7,4,2,2,3,1,13,7,1,1,,,48,51,453,488,359,399,17,7,11,4,3,2,2,2,21,13,1,2,7,13,2,1,3,4,4231,4231,4600,full_time
6xvucsp3400kmf5qeqmsn94ic,2025/26,2025-12-20,17,Martin van den Kerkhof,Heracles Almelo,sc Heerenveen,0,3,8,15,2,8,3,7,3,,4,4,12,9,1,1,,,41,58,349,501,273,414,12,13,8,5,5,2,4,5,21,29,3,,8,12,,2,2,5,442,4231,11834,full_time
6y9xpghj05fejd5t0kqaujhn8,2025/26,2025-12-20,17,Allard Lindhout,N.E.C. Nijmegen,Ajax,2,2,14,19,5,8,5,6,4,5,1,7,8,8,3,3,,,39,60,339,522,264,440,15,9,9,4,6,4,3,1,16,25,2,2,8,8,1,2,4,4,3412,433,12650,full_time
6yo3dr4r5q3cdglyu2gy5skyc,2025/26,2025-12-20,17,Rob Dieperink,NAC Breda,Telstar,0,1,11,11,2,4,8,5,1,2,8,3,11,16,2,3,,,62,37,564,352,477,260,14,14,5,6,3,2,,1,17,33,1,,16,9,,1,5,4,4231,3421,19912,full_time
6vv3lqgty2l3t9vlw3f6i5ic4,2025/26,2025-12-21,17,Bas Nijhuis,FC Utrecht,PSV,1,2,17,14,3,8,9,3,5,3,2,12,7,14,3,3,,,42,57,357,497,285,419,16,18,9,11,6,2,2,1,30,28,2,1,14,7,1,2,1,4,442,4231,23121,full_time
6w96xrn20c2svum3bemj3nnkk,2025/26,2025-12-21,17,Jeroen Manschot,FC Volendam,Sparta Rotterdam,0,1,12,23,5,10,4,6,3,7,6,8,14,6,3,2,,,39,60,280,436,218,377,18,14,8,7,9,5,2,1,30,19,1,,6,13,,,5,5,4231,4231,6907,full_time
6wnh14wm9f9o0bsje7pqddixg,2025/26,2025-12-21,17,Dennis Johan Higler,Feyenoord,FC Twente,1,1,10,29,4,11,4,9,2,9,7,12,15,11,,,,,45,54,397,469,311,381,14,13,8,11,10,3,2,,33,18,1,1,11,15,1,1,4,4,4231,4231,47500,full_time
6x220nbuk28ycnfnndekj9o9g,2025/26,2025-12-21,17,Marc Nagtegaal,Fortuna Sittard,AZ,4,3,15,21,6,9,4,7,5,5,5,8,18,11,3,,,,34,66,243,465,163,409,30,11,18,7,5,3,2,,27,22,3,4,11,18,4,2,5,4,4231,4231,10440,full_time
6xg2zjg8krbi31i0owg52y5g4,2025/26,2025-12-21,17,Ingmar Oostrom,Go Ahead Eagles,FC Groningen,1,1,8,14,3,3,2,8,3,3,1,8,10,13,2,1,,,47,52,387,423,287,338,13,11,6,9,2,2,3,3,32,19,1,1,12,10,1,1,5,5,4231,4231,10037,full_time
6z25phue8l9ygbejsthsn73tg,2025/26,2026-01-10,18,Allard Lindhout,AZ,FC Volendam,1,0,17,7,8,2,5,4,4,1,7,2,10,9,,1,,,48,51,435,453,356,370,34,28,22,14,2,7,,3,24,17,,1,9,10,,,4,5,433,433,18202,full_time
6zggi255hpx00f6gwt0z6vd3o,2025/26,2026-01-10,18,Serdar Gözübüyük,FC Groningen,NAC Breda,0,0,16,10,5,2,8,5,3,3,3,4,7,6,1,2,,,55,44,481,393,388,296,12,16,6,8,2,5,1,1,26,36,,,6,7,,,4,5,442,3412,21991,full_time
6zupjj4i0xdoxi0clqb8npa1g,2025/26,2026-01-10,18,Robin Hensgens,FC Twente,PEC Zwolle,1,1,26,3,7,1,10,2,9,,7,2,6,11,1,3,,,64,35,585,326,498,238,16,27,9,16,,6,,1,22,50,1,1,11,6,1,,4,4,4231,4231,25700,full_time
71179igsjckn2rroc6vd4hjpw,2025/26,2026-01-10,18,Joey Kooij,PSV,Excelsior Rotterdam,5,1,16,8,8,3,3,5,5,,6,4,10,7,1,1,,,50,49,492,481,421,400,23,12,16,8,2,3,4,1,14,19,1,5,6,10,5,1,5,4,4231,4231,32000,full_time
708w3p9qrt3nauwy4lsa0ek9g,2025/26,2026-01-11,18,Alex Bos,Go Ahead Eagles,Fortuna Sittard,2,2,23,12,8,5,8,4,7,3,9,1,10,9,,1,,,62,38,545,338,476,261,7,8,1,6,3,6,2,,20,28,2,2,9,10,1,2,5,4,4231,541,9327,full_time
71h71g9t3v19bddnos37xd4pg,2025/26,2026-01-11,18,Sander van der Eijk,sc Heerenveen,Feyenoord,2,2,16,7,7,3,4,3,5,1,6,3,11,6,1,,,,56,43,560,428,464,340,18,12,11,8,1,5,,1,7,26,2,2,5,11,2,2,4,2,4231,442,22334,full_time
71v7rfp7hvrgepg943e4p17o4,2025/26,2026-01-11,18,Jannick van der Laan,Sparta Rotterdam,Heracles Almelo,2,0,22,6,9,2,5,3,8,1,9,5,6,16,1,3,,,50,49,400,383,332,303,18,13,9,9,2,7,2,1,26,27,,2,14,6,2,,4,5,4231,442,7048,full_time
729cfgqkrwj5bl4b4d7n0ejh0,2025/26,2026-01-11,18,Jeroen Manschot,Telstar,Ajax,2,3,7,16,3,10,1,2,3,4,8,3,6,6,1,1,,,35,64,332,643,250,566,21,13,9,7,7,2,5,,17,36,3,2,6,6,1,3,5,5,3421,4321,5290,full_time
70n1ffzzdkkbau48n9shs36z8,2025/26,2026-02-11,18,Danny Desmond Makkelie,N.E.C. Nijmegen,FC Utrecht,1,3,25,11,6,5,11,4,8,2,5,,6,16,3,2,,,75,25,648,219,545,120,8,18,6,11,2,5,,1,8,48,3,1,15,5,,3,5,4,3421,4231,12650,full_time
72nji92rvwchtky1rey1mhst0,2025/26,2026-01-17,19,Serdar Gözübüyük,Ajax,Go Ahead Eagles,2,2,18,10,6,6,8,4,4,,1,5,11,16,2,4,,,51,49,507,474,445,411,14,11,8,9,4,4,,2,27,20,2,2,16,10,2,2,5,4,433,4231,53979,full_time
735dj2nuh1odu6apxd4mt8cgk,2025/26,2026-01-17,19,Bas Nijhuis,Excelsior Rotterdam,Telstar,2,2,13,17,3,3,7,4,3,10,3,7,11,8,3,,,,61,38,504,317,410,219,8,12,5,8,2,1,1,2,23,37,2,2,8,11,,1,5,4,4231,3421,4600,full_time
74ces6v5hvv2abwepshsz9hxw,2025/26,2026-01-17,19,Jeroen Manschot,Fortuna Sittard,PSV,1,2,6,18,1,8,4,6,1,4,4,14,10,11,1,1,,,30,69,280,633,195,555,14,18,8,16,6,,2,1,45,18,2,1,10,10,1,2,5,3,4231,4231,11787,full_time
754ksdbz0snxc864cstwmdiqc,2025/26,2026-01-17,19,Erwin Blank,NAC Breda,N.E.C. Nijmegen,3,4,14,11,5,8,6,1,3,2,2,3,13,15,3,1,,,45,54,322,396,226,307,25,13,12,9,4,2,3,3,31,22,4,3,15,13,3,3,4,4,4231,3412,20109,full_time
75inn4bj87qpp1jh4uemsrnys,2025/26,2026-01-17,19,Dennis Johan Higler,PEC Zwolle,AZ,3,1,12,12,5,4,5,5,2,3,3,7,12,14,1,2,,,47,52,388,429,310,339,19,20,15,12,3,2,2,2,33,14,1,3,14,12,3,,4,5,433,4231,13745,full_time
73jgsx3o6mnizpojjic4clnh0,2025/26,2026-01-18,19,Marc Nagtegaal,FC Volendam,FC Utrecht,2,1,7,16,3,5,2,6,2,5,1,6,14,14,3,3,,,45,54,380,441,301,366,16,22,11,12,5,1,4,,20,22,1,2,14,14,2,1,3,5,4231,4411,6921,full_time
73xnlru0jnswcc1uiv2uv8opg,2025/26,2026-01-18,19,Danny Desmond Makkelie,Feyenoord,Sparta Rotterdam,3,4,22,13,12,5,5,5,5,3,9,,6,11,1,3,,,56,43,498,400,414,306,12,19,6,10,1,9,1,,23,41,4,3,11,5,3,3,4,4,4231,433,47500,full_time
74qituuzjbfe2v7l62ydire38,2025/26,2026-01-18,19,Sander van der Eijk,Heracles Almelo,FC Twente,0,2,11,18,2,6,7,5,2,7,4,2,12,14,2,4,,,48,51,376,412,305,319,15,20,10,14,4,2,4,,15,26,2,,14,11,,,4,4,442,4231,12274,full_time
75wxzfrusphw2yhtypovsvok4,2025/26,2026-01-18,19,Rob Dieperink,sc Heerenveen,FC Groningen,0,2,17,12,5,6,6,5,6,1,4,6,11,13,2,2,,,56,43,488,378,400,290,14,18,8,13,5,5,3,2,16,30,2,,12,11,,1,4,5,4231,4231,24105,full_time
76b3xcagqdntlzoqiyufukyl0,2025/26,2026-01-24,20,Jannick van der Laan,Ajax,FC Volendam,2,0,31,5,14,2,8,3,9,,10,,10,13,1,3,,,64,35,618,344,546,282,18,16,10,10,2,11,2,3,9,32,,2,13,10,2,,5,5,433,4231,54715,full_time
773c1n9v6voq1qwq0ifiqiwb8,2025/26,2026-01-24,20,Allard Lindhout,FC Twente,Excelsior Rotterdam,0,0,14,8,3,1,6,3,5,4,11,5,10,8,1,1,,,65,35,604,321,504,231,12,19,9,9,1,3,2,,23,36,,,8,9,,,5,6,4231,4231,29000,full_time
