match_id,season,date,round,referee,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_shots_blocked,away_shots_blocked,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_possession,away_possession,home_passes,away_passes,home_passes_accurate,away_passes_accurate,home_tackles,away_tackles,home_tackles_won,away_tackles_won,home_saves,away_saves,home_offsides,away_offsides,home_clearances,away_clearances,home_goals_conceded,away_goals_conceded,home_fouls_won,away_fouls_won,home_assists,away_assists,home_substitutions,away_substitutions,home_formation,away_formation,attendance,status
78pgu4cz1tg4l7cv1n3putfkk,2025/26,2026-01-24,20,Martin van den Kerkhof,N.E.C. Nijmegen,PEC Zwolle,2,1,13,11,2,6,7,2,4,3,10,6,7,12,1,2,,,45,54,353,443,253,338,13,20,9,14,4,,1,1,28,33,1,2,12,7,2,1,6,3,3412,433,12650,full_time
793t26u7bqcsa9w4ozqzgnrbo,2025/26,2026-01-24,20,Dennis Johan Higler,PSV,NAC Breda,2,2,16,6,4,2,9,3,3,1,10,4,13,13,4,3,,,73,27,666,248,574,172,13,13,8,9,,2,1,2,10,40,2,2,13,13,2,1,4,3,4231,532,34900,full_time
76p868dstib73rk6kaksuldlg,2025/26,2026-01-25,20,Ingmar Oostrom,FC Groningen,Fortuna Sittard,1,2,25,10,5,6,11,1,9,3,16,3,12,15,3,2,,,59,40,493,358,409,247,13,10,6,8,4,4,2,2,17,64,2,1,13,11,1,2,4,4,4231,3421,21597,full_time
77hev8fw5wkkzue30v9e68178,2025/26,2026-01-25,20,Erwin Blank,FC Utrecht,Sparta Rotterdam,0,1,22,5,5,3,12,1,5,1,10,,11,14,,4,,,58,41,496,370,406,278,13,13,8,5,2,6,2,,11,35,1,,14,11,,1,5,4,4231,4231,22543,full_time
77vl8ncgh0uhjfevroll4pz4k,2025/26,2026-01-25,20,Serdar Gözübüyük,Feyenoord,Heracles Almelo,4,2,16,7,8,3,3,3,5,1,8,1,12,17,2,2,,,66,33,535,283,467,199,14,23,6,13,1,4,3,,10,30,2,4,17,11,4,1,5,5,433,442,47500,full_time
79i1kvniqwu8l6oaqcybukp3o,2025/26,2026-01-25,20,Robin Hensgens,Telstar,AZ,0,1,10,12,3,4,6,6,1,2,5,1,13,16,1,2,,,48,51,367,402,279,300,16,27,11,14,3,3,3,,30,31,1,,14,13,,1,4,4,343,4231,5293,full_time
78bapdtttvzxi99blgyvs79xw,2025/26,2026-02-11,20,Robin Hensgens,Go Ahead Eagles,sc Heerenveen,1,3,13,19,6,10,4,2,3,7,8,4,8,14,1,,,,46,53,383,471,315,400,10,12,7,9,7,5,1,,20,32,3,1,14,8,1,2,5,3,4231,4231,8662,full_time
7bjdrp4ujz242esoy7w5co9hw,2025/26,2026-01-30,21,Joey Kooij,NAC Breda,FC Twente,2,2,20,18,10,9,5,3,5,6,8,4,7,10,1,1,,,62,37,533,320,416,220,17,11,9,7,7,7,1,,35,55,2,2,10,7,1,2,5,5,532,4231,20095,full_time
79w3i3eavw0jjfbif6l5s8mxg,2025/26,2026-01-31,21,Serdar Gözübüyük,AZ,N.E.C. Nijmegen,1,3,11,19,2,8,4,8,5,3,3,3,15,16,1,2,,,48,51,394,418,278,299,19,11,10,7,5,2,2,2,29,21,3,1,14,15,1,2,5,5,433,3421,19391,full_time
7bxmt3rpalw0alomuygnqwkk4,2025/26,2026-01-31,21,Alex Bos,PEC Zwolle,Telstar,4,1,16,14,9,8,4,4,3,2,6,9,11,16,,,,,57,42,466,334,374,239,17,20,14,11,7,5,2,,34,21,1,4,15,11,3,,5,5,433,3421,13910,full_time
7d3zgassdrv22e6ftphiswr9w,2025/26,2026-01-31,21,Sander van der Eijk,Sparta Rotterdam,FC Groningen,2,0,9,8,5,2,3,1,1,5,3,6,8,16,1,5,,,45,54,414,481,317,406,20,12,10,11,2,3,,3,35,23,,2,16,8,2,,4,5,4231,4231,10031,full_time
7aafr1o1n0rtbsco7yx907ndg,2025/26,2026-02-01,21,Marc Nagtegaal,Excelsior Rotterdam,Ajax,2,2,11,9,5,3,4,5,2,1,4,1,12,5,1,,,,48,51,443,487,356,396,12,15,6,11,1,3,3,2,17,18,2,2,4,12,2,2,4,4,4141,433,4500,full_time
7aqzv32kpb75d400qur2ezthw,2025/26,2026-02-01,21,Martijn Vos,FC Volendam,Go Ahead Eagles,1,1,20,13,5,5,6,3,9,5,6,5,7,16,4,4,,,61,38,504,315,433,230,8,16,6,9,5,4,1,1,33,38,1,1,16,7,1,,5,5,4231,4231,6570,full_time
7b565ks9ck6lu0ohky13olces,2025/26,2026-02-01,21,Richard Wilhelmus Martens,Heracles Almelo,Fortuna Sittard,2,1,11,12,7,6,3,4,1,2,4,5,17,14,2,3,,,46,53,367,425,265,324,11,14,4,10,5,5,1,2,21,34,1,2,12,14,1,1,5,4,3421,3421,11424,full_time
7cbtinv8t7r9z3obpz1qz7fo4,2025/26,2026-02-01,21,Allard Lindhout,PSV,Feyenoord,3,0,14,8,7,2,4,4,3,2,8,3,8,8,1,3,,,60,39,588,382,509,312,20,16,11,10,2,5,1,1,9,21,,3,8,7,2,,5,5,433,4231,35000,full_time
7cpwdd5csy0e6wq37c3qx5v6c,2025/26,2026-02-01,21,Jannick van der Laan,sc Heerenveen,FC Utrecht,1,1,19,11,3,4,8,4,8,3,5,6,11,10,1,2,,,59,40,603,399,531,322,14,16,11,6,3,2,1,,16,20,1,1,10,11,1,1,2,4,4231,4231,22555,full_time
7gaa0pswbudk6b72v4iu1drmc,2025/26,2026-02-06,22,Serdar Gözübüyük,NAC Breda,Excelsior Rotterdam,0,2,15,9,6,6,7,3,2,,8,3,6,15,2,2,,,48,51,411,442,289,340,10,11,7,7,4,6,2,,25,48,2,,14,6,,1,5,5,3412,4231,19922,full_time
7ebtdb8zfk3t1ko4hgtqsuh3o,2025/26,2026-02-07,22,Jeroen Manschot,FC Twente,sc Heerenveen,5,0,29,7,14,,8,5,7,2,7,,8,10,1,3,,,59,40,532,357,457,267,17,17,10,9,,9,1,1,18,25,,5,10,7,2,,5,5,4231,4231,29500,full_time
7f43is2bh1uc64pwrz59ac5qs,2025/26,2026-02-07,22,Alex Bos,Fortuna Sittard,Sparta Rotterdam,2,2,11,16,3,5,1,7,7,4,3,13,13,10,3,1,,,35,64,338,581,253,498,18,16,12,9,3,1,3,2,41,9,2,2,10,12,2,1,4,2,4231,4231,9647,full_time
7fwaqf63aely9cmr02ckzknbo,2025/26,2026-02-07,22,Joey Kooij,N.E.C. Nijmegen,Heracles Almelo,4,1,15,10,6,2,6,7,3,1,3,6,10,18,,2,,,68,31,496,229,431,159,17,21,8,14,1,2,1,2,15,26,1,4,17,10,3,1,5,2,3421,3421,12650,full_time
7goj13b7f8a4dk2wkjrzu4a38,2025/26,2026-02-07,22,Allard Lindhout,PEC Zwolle,FC Volendam,1,2,14,15,4,7,6,3,4,5,6,5,18,10,3,,,,57,42,427,315,346,219,16,20,9,7,5,3,3,4,32,23,2,1,9,17,1,2,5,4,4141,4231,13809,full_time
7djxw5jfu401par45t43p3oyc,2025/26,2026-02-08,22,Danny Desmond Makkelie,AZ,Ajax,1,1,14,12,6,2,3,6,5,4,2,4,11,12,3,,,,38,62,336,550,251,458,18,9,11,6,1,5,4,1,30,19,1,1,11,11,,1,4,5,4231,433,18736,full_time
7dxxv5a7mukalaj7fw9oka710,2025/26,2026-02-08,22,Marc Nagtegaal,FC Groningen,PSV,1,2,8,15,4,5,4,4,,6,6,11,8,9,1,1,,,36,63,317,560,226,485,20,14,13,9,3,3,1,3,31,33,2,1,9,8,,1,4,3,442,442,22525,full_time
7eq0rng12x7mxvfv17axra80k,2025/26,2026-02-08,22,Martin van den Kerkhof,FC Utrecht,Feyenoord,0,1,6,10,5,4,,4,1,2,2,8,12,14,1,4,,,46,53,415,477,310,386,12,15,6,10,3,5,1,,32,28,1,,13,11,,1,5,5,433,4231,22997,full_time
7fi58pksapwi8ved9euvyxxjo,2025/26,2026-02-08,22,Dennis Johan Higler,Go Ahead Eagles,Telstar,1,1,24,12,11,2,9,5,4,5,13,2,6,14,1,,,,57,42,387,303,318,215,13,14,6,12,1,10,1,1,25,49,1,1,14,6,1,,4,4,4231,343,8763,full_time
7i96t60s8vz4uizjgpgtt6m1g,2025/26,2026-02-13,23,Sander van der Eijk,FC Volendam,PSV,2,1,12,19,4,5,3,9,5,5,4,8,9,12,1,1,,,32,67,285,590,210,514,17,18,10,14,4,2,1,3,30,18,1,2,11,9,1,,5,3,4141,4231,6950,full_time
7h2n0281tbgxr7kt9undasefo,2025/26,2026-02-14,23,Rob Dieperink,Ajax,Fortuna Sittard,4,1,20,8,8,1,7,5,5,2,4,,11,10,,,,,55,44,575,464,523,395,18,26,7,21,1,4,1,2,15,18,1,4,9,9,4,,5,5,433,4231,54160,full_time
7hgq0xepkov826hhbrc3phqms,2025/26,2026-02-14,23,Erwin Blank,Excelsior Rotterdam,AZ,1,2,11,16,2,7,4,7,5,2,7,5,7,6,1,2,,,45,54,447,557,366,469,10,12,6,10,5,1,1,,18,19,2,1,6,6,,2,5,5,541,4231,4600,full_time
7huso0q1a8u7y1usosw51dyqc,2025/26,2026-02-14,23,Serdar Gözübüyük,FC Groningen,FC Utrecht,1,2,11,14,2,7,7,2,2,5,2,8,12,6,,1,,,48,52,423,452,340,370,24,20,11,10,5,1,2,3,32,21,2,1,6,12,1,1,5,4,442,4231,21976,full_time
7j389nmix3zrlzedj58u7y9zo,2025/26,2026-02-14,23,Danny Desmond Makkelie,Heracles Almelo,NAC Breda,0,1,14,13,3,5,6,4,5,4,4,3,12,12,,1,,,52,47,375,340,278,258,20,15,10,10,4,3,4,4,26,31,1,,10,11,,,4,4,3421,433,11789,full_time
7ip1l3ssxwmzvx9083pqgxclw,2025/26,2026-02-15,23,Marc Nagtegaal,Feyenoord,Go Ahead Eagles,1,0,33,4,8,,14,3,11,1,19,2,13,13,1,3,,,74,25,489,175,434,106,14,17,11,12,,7,,,13,53,,1,13,13,,,4,3,442,4231,47500,full_time
7jheifobckpdjxy3ivqars3ys,2025/26,2026-02-15,23,Ingmar Oostrom,sc Heerenveen,PEC Zwolle,4,2,11,12,5,6,3,3,3,3,2,5,8,6,1,,,,44,56,391,494,308,419,16,21,9,13,4,1,1,,28,32,2,4,6,8,4,2,3,5,4231,4231,22510,full_time
7k9w3m65wadfrmhd4teknwtuc,2025/26,2026-02-15,23,Stan Teuben,Telstar,FC Twente,1,1,14,20,4,7,6,3,4,10,3,6,11,8,1,1,,,46,53,429,478,329,385,23,20,11,12,6,3,3,3,44,30,1,1,8,10,1,1,5,4,3421,4231,5302,full_time
7jvmzht9xfcwko5szl1ucoutw,2025/26,2026-02-17,23,Jannick van der Laan,Sparta Rotterdam,N.E.C. Nijmegen,1,1,13,12,5,5,5,2,3,5,9,5,18,12,3,4,,,41,58,315,453,205,330,18,10,8,7,4,4,,3,31,22,1,1,12,17,1,1,2,5,4231,3421,9489,full_time
7mo6j5bp61udur38xyfp2ick4,2025/26,2026-02-20,24,Martin van den Kerkhof,Fortuna Sittard,Excelsior Rotterdam,2,1,16,10,6,4,6,5,4,1,5,3,7,15,1,1,,,45,54,393,464,306,373,13,9,4,4,3,4,,2,27,31,1,2,13,5,1,1,5,4,532,4141,9677,full_time
7ko7fr0kba6zr65pgfo1frbis,2025/26,2026-02-21,24,Jeroen Manschot,Ajax,N.E.C. Nijmegen,1,1,9,17,4,9,2,5,3,3,6,7,7,16,1,1,,,48,51,415,437,322,347,14,15,6,9,7,3,2,5,29,16,1,1,15,7,,,5,3,433,3421,53583,full_time
7nh5w2hen8koccyxx7cpc9fdg,2025/26,2026-02-21,24,Dennis Johan Higler,NAC Breda,FC Volendam,1,0,17,8,3,1,11,4,3,3,6,3,13,13,1,3,,,52,47,381,352,293,257,17,17,11,10,1,3,1,1,30,33,,1,13,12,1,,5,5,442,433,19986,full_time
7nxlktde4g5uy4we6vfcgk4yc,2025/26,2026-02-21,24,Rob Dieperink,PSV,sc Heerenveen,3,1,28,14,7,4,16,2,5,8,9,3,11,5,2,1,,,65,34,622,337,544,255,22,16,15,10,3,4,2,,17,19,1,3,5,11,3,1,5,4,4231,4231,34600,full_time
7l26pksjqsblso1kiipcf9990,2025/26,2026-02-22,24,Allard Lindhout,AZ,Sparta Rotterdam,3,1,11,12,5,4,4,5,2,3,2,7,9,12,2,2,,,45,54,372,437,279,352,26,19,13,13,3,2,1,1,39,28,1,3,11,8,3,1,5,4,532,4231,17776,full_time
7lg6owp5kb996cm917kd7jq50,2025/26,2026-02-22,24,Danny Desmond Makkelie,FC Twente,FC Groningen,2,1,6,11,4,3,,5,2,3,4,4,8,6,,2,,,48,51,448,477,343,400,17,18,9,8,2,2,1,2,21,33,1,2,6,7,1,1,5,5,433,442,29000,full_time
7lw0j9b9g8l95jaj8vab42kus,2025/26,2026-02-22,24,Robin Hensgens,FC Utrecht,PEC Zwolle,1,1,25,9,3,4,12,4,10,1,6,4,11,17,1,,,,53,46,439,398,343,306,23,23,11,12,3,2,1,3,16,33,1,1,17,11,1,1,4,2,4231,433,22550,full_time
7ma1z2lr75ah1hrn1pzp1j8d0,2025/26,2026-02-22,24,Sander van der Eijk,Feyenoord,Telstar,2,1,19,8,10,6,6,1,3,1,5,1,7,16,1,1,,,52,47,439,401,370,312,8,13,4,9,4,6,2,1,14,21,1,2,14,6,2,1,6,4,4231,3421,47500,full_time
7n2a42c6r59lhvnpc54cbt15g,2025/26,2026-02-22,24,Serdar Gözübüyük,Go Ahead Eagles,Heracles Almelo,4,0,12,9,6,2,5,6,1,1,4,5,7,13,1,3,,,50,49,420,403,348,334,13,18,10,10,2,2,,,29,26,,4,13,7,3,,5,3,4231,532,8851,full_time
7rk5rlo3ahw7cie1e8hs8vy1g,2025/26,2026-02-27,25,Serdar Gözübüyük,Telstar,NAC Breda,3,0,14,10,7,,3,7,4,3,10,4,11,13,1,4,,,62,37,456,271,371,188,19,10,10,4,,4,1,,24,37,,3,13,11,2,,5,4,343,352,5302,full_time
7pzuw2f85dwt1f2yknr0qi8lw,2025/26,2026-02-28,25,Erwin Blank,Heracles Almelo,PSV,1,3,15,24,3,15,8,6,4,3,3,5,15,14,2,1,,,38,62,323,540,250,470,15,16,9,7,12,2,,2,23,33,3,1,11,15,1,1,5,5,4231,4231,11564,full_time
7qdz704ly4lq17caj3x23ccno,2025/26,2026-02-28,25,Allard Lindhout,N.E.C. Nijmegen,Fortuna Sittard,2,3,15,13,4,9,3,4,8,,10,5,10,13,1,2,,,67,32,494,242,417,159,22,28,14,15,6,1,2,,15,57,3,2,13,10,,3,5,5,3412,4231,12650,full_time
7r5zzxeix1i8lizz6popqj6l0,2025/26,2026-02-28,25,Martijn Vos,sc Heerenveen,Sparta Rotterdam,2,1,16,13,4,3,3,6,9,4,5,6,11,5,3,2,,,44,55,427,520,337,443,12,11,9,6,4,2,1,3,36,26,1,2,4,11,,1,3,3,4231,4231,23265,full_time
7obkzv4lkrjxt8qs1pr5i4nis,2025/26,2026-03-01,25,Jannick van der Laan,Excelsior Rotterdam,Go Ahead Eagles,0,1,19,7,7,1,9,3,3,3,6,3,11,6,1,1,,,58,41,522,376,429,278,15,12,11,7,,7,2,1,19,44,1,,5,11,,1,5,5,3421,433,4600,full_time
7oqt0tbacvxu30xbfo1p41no4,2025/26,2026-03-01,25,Joey Kooij,FC Twente,Feyenoord,2,0,19,8,8,2,8,3,3,3,4,2,13,8,,,,,53,46,409,359,332,273,16,17,11,9,2,6,1,1,33,23,,2,6,13,2,,4,6,433,4231,30000,full_time
7p5os2scetvb98pfrc5f7oidw,2025/26,2026-03-01,25,Rob Dieperink,FC Utrecht,AZ,2,0,11,10,3,6,3,4,5,,5,4,13,13,1,3,,,41,58,342,488,257,404,21,25,11,13,6,1,2,,17,33,,2,12,12,,,4,5,4231,4231,22635,full_time
7pjvm9qnt3avjd67dfl8unhg4,2025/26,2026-03-01,25,Richard Wilhelmus Martens,FC Volendam,FC Groningen,3,2,12,28,4,9,6,13,2,6,2,10,8,13,2,2,,,48,51,355,369,275,286,17,9,12,4,6,1,1,2,31,14,2,3,13,8,1,2,5,5,433,442,6908,full_time
7qs31z89cdcsouplziyjb8idw,2025/26,2026-03-01,25,Sander van der Eijk,PEC Zwolle,Ajax,0,0,9,6,2,2,4,2,3,2,12,3,12,8,3,2,,,39,60,316,500,237,410,23,15,16,10,2,2,2,2,22,27,,,8,11,,,4,5,433,433,14000,full_time
7tkyggbmchwzg73ihnfr2hlp0,2025/26,2026-03-06,26,Jannick van der Laan,Heracles Almelo,FC Utrecht,0,0,10,16,3,3,7,9,,4,4,12,13,17,1,1,,,46,53,393,431,303,354,21,14,12,9,3,3,,1,25,17,,,14,13,,,5,4,4231,4231,11832,full_time
7rygu5pik78b890vs9o1ok2l0,2025/26,2026-03-07,26,Danny Desmond Makkelie,Excelsior Rotterdam,sc Heerenveen,1,2,21,10,5,5,5,3,11,2,6,8,4,7,1,1,,,51,48,396,393,296,301,18,14,9,8,3,4,1,1,19,51,2,1,6,4,,1,4,3,433,4231,4600,full_time
7scn8lyb1j19bel8w8dxilrtg,2025/26,2026-03-07,26,Serdar Gözübüyük,FC Groningen,Ajax,3,1,13,13,6,5,4,4,3,4,6,8,5,7,1,1,,,39,60,372,553,272,454,22,11,9,10,4,3,,2,27,22,1,3,7,5,3,1,6,6,442,433,22525,full_time
7uryb1c6q6qam2jhbocrzau50,2025/26,2026-03-07,26,Sander van der Eijk,PSV,AZ,2,1,19,13,8,5,7,1,4,7,5,6,7,4,2,1,,,63,36,580,336,513,255,15,16,9,9,4,7,,1,35,34,1,2,4,7,1,1,5,4,4231,541,35000,full_time
7sqraoo5fa7ht56ej5c1bv7dg,2025/26,2026-03-08,26,Joey Kooij,Fortuna Sittard,Telstar,1,4,21,14,4,9,7,4,10,1,3,5,8,17,1,1,,,58,41,392,279,312,197,26,23,14,16,5,3,,4,24,34,4,1,17,7,,3,5,5,4231,3421,11035,full_time
7t6wxc6n87bydhpcemidkmtck,2025/26,2026-03-08,26,Alex Bos,Go Ahead Eagles,FC Twente,1,4,15,11,7,5,4,2,4,4,6,5,8,8,1,,,,51,48,429,415,340,317,16,21,10,10,2,5,,,26,32,4,1,8,8,1,1,5,5,433,433,9370,full_time
7tz50vfh7qypjuoytln45hdzo,2025/26,2026-03-08,26,Marc Nagtegaal,N.E.C. Nijmegen,FC Volendam,3,0,27,7,11,3,6,4,10,,12,1,10,7,1,,,,56,43,452,354,364,261,25,18,17,15,3,8,1,,21,36,,3,7,10,2,,5,5,3421,4141,12230,full_time
7udb8gt0az2k0l6web4cuecr8,2025/26,2026-03-08,26,Jeroen Manschot,NAC Breda,Feyenoord,3,3,12,14,4,5,3,4,5,5,4,9,12,8,1,4,,,42,57,302,413,215,323,15,19,11,11,2,1,1,3,29,39,3,3,8,11,2,3,5,4,41212,433,20219,full_time
7v6a9fljffi5xbe2g2vds3das,2025/26,2026-03-08,26,Martin van den Kerkhof,Sparta Rotterdam,PEC Zwolle,1,1,20,15,7,6,9,8,4,1,6,3,7,10,3,1,,,50,49,406,416,318,335,17,19,11,13,5,6,,,20,43,1,1,9,7,,1,5,3,4231,4231,10320,full_time
7xxjodfuf48oydrhvyw30y7f8,2025/26,2026-03-13,27,Alex Bos,PEC Zwolle,FC Groningen,1,1,14,17,6,6,5,6,3,5,7,6,12,10,,3,,,50,49,405,402,310,299,31,10,17,6,5,5,1,1,31,16,1,1,9,12,,1,4,4,4231,442,14000,full_time
7vkfqeb0208aqwjvri63lukus,2025/26,2026-03-14,27,Rob Dieperink,Ajax,Sparta Rotterdam,4,0,22,8,10,1,8,6,4,1,5,3,8,17,,2,,,57,42,499,350,411,275,18,18,11,12,1,7,2,2,16,26,,4,17,7,3,,5,4,433,4231,48506,full_time
7wqzxboir2zgebtjxwmzfhmac,2025/26,2026-03-14,27,Danny Desmond Makkelie,FC Volendam,Fortuna Sittard,1,2,16,13,5,4,7,4,4,5,4,4,11,13,1,2,,,61,38,448,289,342,185,15,20,10,10,2,4,2,,21,37,2,1,12,10,1,2,5,5,433,4231,6556,full_time
7ydemaxnlwk62s7uiovu1uvx0,2025/26,2026-03-14,27,Joey Kooij,PSV,N.E.C. Nijmegen,2,3,12,17,6,6,4,5,2,6,7,7,8,12,,3,,,70,29,553,236,432,139,21,18,11,7,3,4,3,,25,52,3,2,11,8,2,2,4,3,4231,3421,35000,full_time
7yrdur7kuesc30rjz0u08p3is,2025/26,2026-03-14,27,Sander van der Eijk,sc Heerenveen,Telstar,3,0,12,20,9,6,3,7,,7,5,4,12,9,4,1,,,43,56,390,497,318,426,14,15,8,11,6,6,1,2,32,16,,3,9,12,2,,6,6,4231,343,24200,full_time
7vyp6c4e9ho7mc4n406ytvfo4,2025/26,2026-03-15,27,Robin Hensgens,AZ,Heracles Almelo,4,0,14,6,7,2,4,1,3,3,7,3,10,19,,4,,,52,47,425,396,343,311,21,22,15,14,2,3,3,1,22,23,,4,18,10,2,,5,4,433,4231,17809,full_time
7wcsvcscbqdxaqjro3vncxfro,2025/26,2026-03-15,27,Marc Nagtegaal,FC Twente,FC Utrecht,0,2,16,10,4,8,9,2,3,,4,5,7,10,1,3,,,61,38,543,338,441,238,16,16,9,8,6,3,,1,35,44,2,,10,7,,1,5,4,433,4231,30000,full_time
7x53rqarl1uhdvbru5fpu579w,2025/26,2026-03-15,27,Serdar Gözübüyük,Feyenoord,Excelsior Rotterdam,2,1,16,12,9,3,2,4,5,5,9,5,10,12,3,1,,,49,51,354,382,279,286,19,22,11,11,2,7,3,,33,27,1,2,12,10,2,1,5,5,4231,433,47500,full_time
7xj87bhyubwtj5oj16niftbf8,2025/26,2026-03-15,27,Allard Lindhout,Go Ahead Eagles,NAC Breda,6,0,11,20,6,3,4,6,1,11,3,9,8,3,,,,,44,55,355,424,283,329,9,16,4,10,3,,4,1,39,12,,6,3,8,5,,5,5,433,4132,9235,full_time
80q9vuqa1jfpzpb4jfnv2ojdg,2025/26,2026-03-20,28,Joey Kooij,Heracles Almelo,Excelsior Rotterdam,1,1,13,15,4,4,8,6,1,5,6,1,17,15,2,1,,,50,49,372,379,266,284,15,14,12,8,3,3,3,2,20,28,1,1,14,15,,1,5,5,4222,4141,11735,full_time
80c6cpxuzriv31csxmjvvt4b8,2025/26,2026-03-21,28,Ingmar Oostrom,Fortuna Sittard,FC Twente,1,2,11,9,5,2,4,5,2,2,7,6,6,15,2,,,,39,60,303,468,219,369,19,11,14,6,,4,4,2,30,15,2,1,15,6,1,2,5,4,4231,433,12052,full_time
81ilize2toxvl4rodarma7b4k,2025/26,2026-03-21,28,Erwin Blank,PEC Zwolle,NAC Breda,2,1,8,20,2,6,1,9,5,5,2,5,20,14,2,1,,,43,56,361,448,263,360,24,8,8,4,5,,,2,40,22,1,2,12,19,1,1,4,5,4231,4231,13881,full_time
81wmxpmw6padsidmibkl3ohlg,2025/26,2026-03-21,28,Edwin van de Graaf,Sparta Rotterdam,FC Volendam,2,0,16,8,9,3,4,,3,5,3,7,15,9,2,1,,,50,49,418,405,348,329,18,15,14,9,3,7,3,2,23,19,,2,9,14,2,,5,5,4231,4231,10111,full_time
7z5n7uly8is0lx0tinn5ej2ms,2025/26,2026-03-22,28,Martijn Vos,FC Groningen,AZ,3,0,14,16,5,7,4,4,5,5,2,7,16,8,1,1,,,46,53,400,454,321,378,17,22,8,12,7,1,1,2,29,14,,3,8,16,2,,4,5,442,4231,22219,full_time
7zjpjgua97aqtmgz2vau0scgk,2025/26,2026-03-22,28,Jeroen Manschot,FC Utrecht,Go Ahead Eagles,2,0,22,11,10,6,8,2,4,3,2,5,9,7,2,1,,,43,57,358,483,265,395,16,14,13,6,6,8,1,2,19,22,,2,7,9,2,,4,5,4231,4231,22938,full_time
7zxx4c64bsxovwlg8xfwrcsgk,2025/26,2026-03-22,28,Danny Desmond Makkelie,Feyenoord,Ajax,1,1,14,5,5,2,4,2,5,1,5,1,12,16,1,3,,,53,46,484,425,399,328,19,24,12,15,1,3,,,12,21,1,1,16,10,,,4,4,433,433,47500,full_time
814gbzs8mt3ojaufuewyia2ok,2025/26,2026-03-22,28,Martin van den Kerkhof,N.E.C. Nijmegen,sc Heerenveen,2,2,22,11,10,5,7,3,5,3,6,2,6,11,,,,,54,45,443,368,356,256,20,21,12,14,3,8,4,,28,40,2,2,11,6,1,2,4,5,3421,4231,12650,full_time
82b22eap8o5cz6u95q2ginac4,2025/26,2026-03-22,28,Marc Nagtegaal,Telstar,PSV,3,1,13,18,8,8,4,6,1,4,1,12,5,4,1,1,,,47,52,388,402,302,340,15,16,10,8,7,5,2,2,27,18,1,3,4,5,2,1,5,5,352,433,5302,full_time
82p9pjzimajwr5i0w5b729yqc,2025/26,2026-04-04,29,Sander van der Eijk,Ajax,FC Twente,1,2,10,16,2,7,4,5,4,4,2,2,14,10,4,2,,,50,49,506,484,425,408,14,17,7,11,3,1,,,18,18,2,1,10,14,1,2,4,5,433,433,53634,full_time
833fc31ptfimenyeero759ono,2025/26,2026-04-04,29,Richard Wilhelmus Martens,AZ,Fortuna Sittard,2,0,15,9,6,4,5,4,4,1,10,6,11,14,,3,,,54,45,454,372,374,263,14,13,10,8,4,4,3,2,28,23,,2,14,11,2,,5,5,343,4231,18349,full_time
83j8sr7e2x2o8rqiixawfuuqc,2025/26,2026-04-04,29,Alex Bos,Excelsior Rotterdam,N.E.C. Nijmegen,0,2,8,12,4,5,2,5,2,2,2,5,8,9,,,,,45,54,367,449,278,368,16,9,9,3,3,4,2,2,30,16,2,,8,8,,2,5,4,3421,3421,4600,full_time
853jo2zesdy9fy4vo9rq6bt3o,2025/26,2026-04-04,29,Serdar Gözübüyük,PSV,FC Utrecht,4,3,19,12,8,7,6,2,5,3,8,3,6,10,,1,,,63,36,537,298,469,212,16,19,5,14,4,4,1,,35,33,3,4,7,6,4,3,4,3,433,343,35000,full_time
85w63m5z9kqks55teifw1ld04,2025/26,2026-04-04,29,Jannick van der Laan,Telstar,FC Groningen,0,2,14,24,3,11,8,8,3,5,5,12,12,10,1,2,,,49,50,414,405,317,316,10,6,7,4,8,3,3,1,30,31,2,,8,12,,2,5,1,3421,4231,5302,full_time
83xapmkno59v6p1otb5y6cv10,2025/26,2026-04-05,29,Allard Lindhout,FC Volendam,Feyenoord,0,0,13,17,4,4,6,8,3,5,5,6,10,5,3,,,,44,55,353,437,261,351,32,11,17,8,4,4,,2,42,20,,,5,10,,,5,3,4231,4231,7035,full_time
84be47hu7q2cqi37xqbyvbo5w,2025/26,2026-04-05,29,Danny Desmond Makkelie,Go Ahead Eagles,PEC Zwolle,5,0,15,16,12,1,1,10,2,5,5,8,9,16,,1,,,52,47,390,357,283,277,12,19,8,12,1,6,1,,22,33,,5,15,9,5,,5,4,442,4141,9537,full_time
84pk0p0m9o3vlw5trdy05zh1w,2025/26,2026-04-05,29,Robin Hensgens,NAC Breda,Sparta Rotterdam,0,0,12,6,4,3,6,3,2,,11,3,12,19,1,3,,,55,44,435,349,354,282,17,17,10,11,3,4,,1,19,37,,,18,12,,,5,4,4231,4231,20122,full_time
85hn6dh31o8gvpdg9hn9pgahg,2025/26,2026-04-05,29,Ingmar Oostrom,sc Heerenveen,Heracles Almelo,4,1,24,7,14,4,4,3,6,,8,1,12,10,,2,,,65,34,584,296,511,235,9,18,6,14,3,11,1,1,16,21,1,4,10,11,1,,5,5,4231,4231,23878,full_time
872yx97toccq76f2ua25jqolw,2025/26,2026-04-10,30,Robin Hensgens,FC Twente,FC Volendam,2,1,23,8,9,4,6,1,8,3,7,1,8,6,1,1,,,57,42,532,383,447,299,17,17,14,13,3,7,2,,18,27,1,2,5,7,2,1,5,5,4231,4231,29700,full_time
