match_id,season,date,round,round_name,referee,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_shots_blocked,away_shots_blocked,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_possession,away_possession,home_passes,away_passes,home_passes_accurate,away_passes_accurate,home_tackles,away_tackles,home_tackles_won,away_tackles_won,home_saves,away_saves,home_offsides,away_offsides,home_clearances,away_clearances,home_fouls_won,away_fouls_won,home_assists,away_assists,home_big_chances_missed,away_big_chances_missed,home_formation,away_formation,attendance,status
saison-2025-2026-jupiler-pro-league-20-kv-mechelen-vs-fcv-dender-eh,2025/26,2025-12-27,20,Journée 20,Massimiliano Ledda,KV Mechelen,Dender EH,1,1,14,17,6,9,5,3,3,5,5,6,13,11,2,3,,1,54.4,45.6,416,344,316,231,21,25,12,11,8,5,,4,34,25,9,11,,1,1,,3412,532,,FullTime
saison-2025-2026-jupiler-pro-league-20-raal-la-louviere-vs-oh-leuven,2025/26,2025-12-27,20,Journée 20,Jan Boterberg,RAAL La Louvière,OH Leuven,0,0,15,11,7,3,2,8,6,,13,5,7,13,1,3,,,52.1,47.9,342,330,266,269,19,7,14,7,3,7,3,3,20,53,13,6,,,2,2,3412,532,,FullTime
saison-2025-2026-jupiler-pro-league-20-royal-antwerp-fc-vs-sv-zulte-waregem,2025/26,2025-12-27,20,Journée 20,Bert Verbeke,Royal Antwerp FC,SV Zulte Waregem,2,1,7,16,3,6,3,5,1,5,5,7,19,5,3,,,,41.7,58.3,301,431,207,328,13,9,6,4,5,1,1,3,43,36,5,17,1,1,,2,3412,343,,FullTime
saison-2025-2026-jupiler-pro-league-21-club-brugge-vs-raal-la-louviere,2025/26,2026-01-16,21,Journée 21,Simon Bourdeaud'hui,Club Brugge,RAAL La Louvière,2,3,11,14,6,5,3,8,2,1,2,7,9,11,,3,1,,54.6,45.4,456,356,372,296,20,10,10,9,2,4,,5,40,19,9,9,2,1,1,2,433,3412,,FullTime
saison-2025-2026-jupiler-pro-league-21-kvc-westerlo-vs-cercle-brugge,2025/26,2026-01-17,21,Journée 21,Bert Put,KVC Westerlo,Cercle Brugge KSV,0,2,17,8,6,2,9,2,2,4,7,4,11,11,,4,,,68.9,31.1,560,253,451,156,22,23,13,14,1,6,,5,21,40,11,10,,1,3,1,4231,4132,,FullTime
saison-2025-2026-jupiler-pro-league-21-sv-zulte-waregem-vs-krc-genk,2025/26,2026-01-17,21,Journée 21,Lothar D'Hondt,SV Zulte Waregem,KRC Genk,2,1,22,7,10,5,4,2,8,,4,,9,14,2,2,,,38.8,61.2,382,620,318,546,17,14,9,9,4,7,1,1,23,40,14,9,,1,3,,343,4231,,FullTime
saison-2025-2026-jupiler-pro-league-21-union-sg-vs-kv-mechelen,2025/26,2026-01-17,21,Journée 21,Bram van Driessche,Royale Union St-Gilloise,KV Mechelen,1,0,15,4,6,1,9,3,,,7,,16,13,4,2,,,41.2,58.8,323,475,229,361,24,21,13,13,1,5,,,17,30,13,15,1,,1,,343,3412,,FullTime
saison-2025-2026-jupiler-pro-league-21-fcv-dender-eh-vs-royal-antwerp-fc,2025/26,2026-01-18,21,Journée 21,Michiel Allaerts,Dender EH,Royal Antwerp FC,1,0,10,7,1,,4,4,5,3,2,5,14,9,2,,,,47.5,52.5,356,392,247,299,21,20,13,10,,,2,1,51,38,9,13,1,,,1,3412,343,,FullTime
saison-2025-2026-jupiler-pro-league-21-kaa-gent-vs-rsc-anderlecht,2025/26,2026-01-18,21,Journée 21,Lawrence Visser,KAA Gent,Royal Sporting Club Anderlecht,4,2,18,10,6,4,10,4,2,2,9,8,12,18,4,3,,,51.7,48.3,393,373,337,307,18,11,9,9,2,2,,1,28,27,18,12,2,2,1,1,4231,433,,FullTime
saison-2025-2026-jupiler-pro-league-21-sporting-charleroi-vs-standard-de-liege,2025/26,2026-01-18,21,Journée 21,Jasper Vergoote,Sporting de Charleroi,Standard de Liège,2,0,15,13,5,4,5,6,5,3,8,9,14,10,2,1,,,40.4,59.6,333,490,276,421,12,19,7,15,4,3,5,1,38,26,10,13,2,,1,1,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-21-stvv-vs-oh-leuven,2025/26,2026-01-18,21,Journée 21,Massimiliano Ledda,STVV,OH Leuven,1,0,21,20,7,3,11,8,3,9,2,3,9,18,3,6,,,48.8,51.2,435,449,341,356,19,12,9,10,3,7,2,1,37,21,17,8,,,5,3,4231,3421,,FullTime
saison-2025-2026-jupiler-pro-league-22-standard-de-liege-vs-kaa-gent,2025/26,2026-01-23,22,Journée 22,Lothar D'Hondt,Standard de Liège,KAA Gent,0,4,13,15,1,7,10,5,2,3,8,4,13,11,2,,,,58.6,41.4,493,362,400,284,12,19,5,6,3,1,3,3,30,43,10,13,,4,1,2,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-22-club-brugge-vs-sv-zulte-waregem,2025/26,2026-01-24,22,Journée 22,Bert Verbeke,Club Brugge,SV Zulte Waregem,4,3,17,5,7,4,6,,4,1,7,,11,13,3,3,,,71.3,28.7,717,293,664,235,11,11,5,8,1,3,4,2,14,31,13,11,4,3,1,,433,343,,FullTime
saison-2025-2026-jupiler-pro-league-22-oh-leuven-vs-union-sg,2025/26,2026-01-24,22,Journée 22,Michiel Allaerts,OH Leuven,Royale Union St-Gilloise,0,0,17,13,5,2,6,6,6,5,4,9,16,15,3,2,,,43.7,56.3,335,429,253,343,18,20,13,13,2,5,4,3,32,34,14,15,,,2,2,3421,343,,FullTime
saison-2025-2026-jupiler-pro-league-22-raal-la-louviere-vs-stvv,2025/26,2026-01-24,22,Journée 22,Kevin van Damme,RAAL La Louvière,STVV,1,2,6,15,1,6,4,6,1,3,6,5,10,12,2,2,,,40.4,59.6,312,487,223,406,10,21,8,11,4,,,3,22,34,12,10,1,2,1,2,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-22-krc-genk-vs-cercle-brugge,2025/26,2026-01-25,22,Journée 22,Nathan Verboomen,KRC Genk,Cercle Brugge KSV,1,1,14,11,6,2,5,6,3,3,4,2,9,9,1,,,,55.6,44.4,508,394,409,306,14,18,7,12,1,5,,4,38,21,9,9,1,1,1,1,4231,4222,,FullTime
saison-2025-2026-jupiler-pro-league-22-kv-mechelen-vs-kvc-westerlo,2025/26,2026-01-25,22,Journée 22,Erik Lambrechts,KV Mechelen,KVC Westerlo,1,1,14,12,2,4,8,3,4,5,9,5,10,10,2,1,,,62.6,37.4,510,315,437,232,17,15,9,9,3,1,5,,20,33,10,8,1,1,3,1,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-22-royal-antwerp-fc-vs-sporting-charleroi,2025/26,2026-01-25,22,Journée 22,Jan Boterberg,Royal Antwerp FC,Sporting de Charleroi,0,2,11,12,4,3,6,6,1,3,4,6,13,15,2,2,,,53.1,46.9,383,339,289,256,28,20,19,12,1,4,3,2,28,29,15,12,,1,1,1,343,4231,,FullTime
saison-2025-2026-jupiler-pro-league-22-rsc-anderlecht-vs-fcv-dender-eh,2025/26,2026-01-25,22,Journée 22,Wesli De Cremer,Royal Sporting Club Anderlecht,Dender EH,0,0,20,9,3,2,10,5,7,2,6,6,13,16,1,4,,,61.5,38.5,474,291,390,199,19,17,12,13,2,2,1,,31,38,15,11,,,2,2,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-23-raal-la-louviere-vs-kaa-gent,2025/26,2026-01-30,23,Journée 23,Massimiliano Ledda,RAAL La Louvière,KAA Gent,1,1,6,8,2,3,2,4,2,1,6,5,13,12,,,,,43,57,343,460,265,395,11,13,7,10,2,1,,,13,37,12,10,,1,,1,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-23-cercle-brugge-vs-royal-antwerp-fc,2025/26,2026-01-31,23,Journée 23,Simon Bourdeaud'hui,Cercle Brugge KSV,Royal Antwerp FC,0,4,3,15,,9,1,5,2,1,2,5,10,13,1,1,1,,30.2,69.8,238,571,148,487,17,13,8,6,6,,2,4,27,27,12,9,,2,,1,4222,3412,,FullTime
saison-2025-2026-jupiler-pro-league-23-stvv-vs-sporting-charleroi,2025/26,2026-01-31,23,Journée 23,Bert Verbeke,STVV,Sporting de Charleroi,0,2,13,15,2,5,7,6,4,4,6,6,6,16,2,3,1,,47.6,52.4,436,484,348,410,14,8,6,7,3,2,1,1,25,25,13,6,,1,,,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-23-sv-zulte-waregem-vs-kvc-westerlo,2025/26,2026-01-31,23,Journée 23,Bram van Driessche,SV Zulte Waregem,KVC Westerlo,0,1,19,7,5,4,7,1,7,2,7,3,8,11,1,2,,,56.6,43.4,519,403,420,323,16,18,9,9,3,5,4,2,12,52,11,8,,1,2,2,4411,433,,FullTime
saison-2025-2026-jupiler-pro-league-23-fcv-dender-eh-vs-krc-genk,2025/26,2026-02-01,23,Journée 23,Nicolas Laforge,Dender EH,KRC Genk,1,2,22,8,7,4,9,3,6,1,8,2,12,10,4,1,,,50.8,49.2,451,468,369,383,12,16,6,10,2,7,1,3,15,44,10,11,,2,5,1,3412,343,,FullTime
saison-2025-2026-jupiler-pro-league-23-oh-leuven-vs-kv-mechelen,2025/26,2026-02-01,23,Journée 23,Lawrence Visser,OH Leuven,KV Mechelen,2,2,16,13,5,7,8,3,3,3,7,5,19,14,3,6,,,46.7,53.3,326,371,233,288,23,19,18,11,5,3,1,,31,20,14,18,1,1,2,1,3421,3421,,FullTime
saison-2025-2026-jupiler-pro-league-23-standard-de-liege-vs-rsc-anderlecht,2025/26,2026-02-01,23,Journée 23,Erik Lambrechts,Standard de Liège,Royal Sporting Club Anderlecht,2,0,9,15,3,4,3,9,3,2,9,4,10,19,3,4,,,36.1,63.9,280,501,185,394,18,19,10,15,3,1,,1,53,23,19,10,1,,,5,343,4231,,FullTime
saison-2025-2026-jupiler-pro-league-23-union-sg-vs-club-brugge,2025/26,2026-02-01,23,Journée 23,Nathan Verboomen,Royale Union St-Gilloise,Club Brugge,1,0,13,8,5,2,6,3,2,3,5,5,12,11,3,3,,,30.1,69.9,278,642,206,566,14,15,9,9,2,4,1,,33,23,11,12,1,,2,,3421,433,,FullTime
saison-2025-2026-jupiler-pro-league-24-kvc-westerlo-vs-stvv,2025/26,2026-02-06,24,Journée 24,Wesli De Cremer,KVC Westerlo,STVV,0,4,8,17,1,6,6,7,1,4,6,5,13,12,1,1,1,,50.3,49.7,421,417,353,337,10,17,8,11,2,1,3,2,14,17,12,12,,3,1,1,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-24-kaa-gent-vs-oh-leuven,2025/26,2026-02-07,24,Journée 24,Kevin van Damme,KAA Gent,OH Leuven,1,3,23,13,3,4,10,4,10,5,6,5,15,12,2,5,,,63.6,36.4,459,272,393,193,12,14,8,8,1,2,2,2,19,36,12,14,1,2,1,,4231,541,,FullTime
saison-2025-2026-jupiler-pro-league-24-sporting-charleroi-vs-cercle-brugge,2025/26,2026-02-07,24,Journée 24,Bert Put,Sporting de Charleroi,Cercle Brugge KSV,3,4,28,11,9,7,9,2,10,2,6,3,12,12,2,3,1,1,73.4,26.6,527,192,459,124,14,14,5,4,3,5,1,,20,48,12,11,1,1,,,4231,4222,,FullTime
saison-2025-2026-jupiler-pro-league-24-sv-zulte-waregem-vs-fcv-dender-eh,2025/26,2026-02-07,24,Journée 24,Anthony Letellier,SV Zulte Waregem,Dender EH,1,0,12,7,3,4,6,3,3,,6,1,11,12,1,4,,,49.7,50.3,410,413,340,332,10,13,7,7,4,2,2,2,23,31,11,10,1,,1,1,343,3412,,FullTime
saison-2025-2026-jupiler-pro-league-24-club-brugge-vs-standard-de-liege,2025/26,2026-02-08,24,Journée 24,Bram van Driessche,Club Brugge,Standard de Liège,3,0,22,5,11,,5,2,6,3,7,,8,10,,2,,,71.4,28.6,788,318,728,247,12,13,7,6,,9,,,7,38,9,7,2,,2,,4231,343,,FullTime
saison-2025-2026-jupiler-pro-league-24-krc-genk-vs-rsc-anderlecht,2025/26,2026-02-08,24,Journée 24,Jasper Vergoote,KRC Genk,Royal Sporting Club Anderlecht,2,0,18,11,8,3,5,4,5,4,5,8,10,20,2,1,,,52.8,47.2,413,373,355,310,17,16,12,10,3,6,3,1,22,27,19,10,2,,1,1,3241,4231,,FullTime
saison-2025-2026-jupiler-pro-league-24-kv-mechelen-vs-royal-antwerp-fc,2025/26,2026-02-08,24,Journée 24,Lothar D'Hondt,KV Mechelen,Royal Antwerp FC,2,0,8,16,2,5,4,4,2,7,3,6,9,15,1,1,,,33.4,66.6,263,520,177,431,25,32,16,16,5,,3,2,47,17,13,9,2,,1,,343,3142,,FullTime
saison-2025-2026-jupiler-pro-league-24-union-sg-vs-raal-la-louviere,2025/26,2026-02-08,24,Journée 24,Nicolas Laforge,Royale Union St-Gilloise,RAAL La Louvière,2,1,16,6,8,1,5,4,3,1,9,1,13,11,4,4,,,62.5,37.5,424,256,341,165,16,15,12,8,,5,9,1,27,46,10,10,1,,5,,3412,3412,,FullTime
saison-2025-2026-jupiler-pro-league-25-kv-mechelen-vs-krc-genk,2025/26,2026-02-13,25,Journée 25,Jan Boterberg,KV Mechelen,KRC Genk,2,3,13,12,6,7,6,4,1,1,2,4,11,13,2,3,,,42.8,57.2,365,501,292,414,13,14,10,11,4,4,3,,24,31,13,10,1,,,1,3412,343,,FullTime
saison-2025-2026-jupiler-pro-league-25-oh-leuven-vs-fcv-dender-eh,2025/26,2026-02-14,25,Journée 25,Bram van Driessche,OH Leuven,Dender EH,3,2,20,13,8,4,8,3,4,6,10,7,9,10,2,1,,,41.2,58.8,277,415,199,323,23,20,12,14,1,5,6,4,34,36,9,9,2,1,1,1,3421,3412,,FullTime
saison-2025-2026-jupiler-pro-league-25-sporting-charleroi-vs-kaa-gent,2025/26,2026-02-14,25,Journée 25,Erik Lambrechts,Sporting de Charleroi,KAA Gent,2,3,25,11,7,7,9,3,9,1,12,4,8,8,,3,,,63,37,513,308,428,234,7,12,3,9,4,5,,,13,57,8,8,2,2,1,2,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-25-standard-de-liege-vs-union-sg,2025/26,2026-02-14,25,Journée 25,Lawrence Visser,Standard de Liège,Royale Union St-Gilloise,1,1,7,16,2,3,4,8,1,5,3,5,8,16,4,4,,,32.7,67.3,236,490,138,380,12,12,7,7,2,1,4,2,44,25,15,8,1,1,2,2,343,3412,,FullTime
saison-2025-2026-jupiler-pro-league-25-cercle-brugge-vs-club-brugge,2025/26,2026-02-15,25,Journée 25,Lothar D'Hondt,Cercle Brugge KSV,Club Brugge,1,2,18,10,5,3,9,3,4,4,2,8,9,14,1,3,,,37.2,62.8,315,545,241,441,27,21,11,8,1,4,1,,23,32,14,9,1,2,2,,442,4231,,FullTime
saison-2025-2026-jupiler-pro-league-25-royal-antwerp-fc-vs-kvc-westerlo,2025/26,2026-02-15,25,Journée 25,Bert Verbeke,Royal Antwerp FC,KVC Westerlo,0,2,5,12,1,8,4,2,,2,4,2,16,15,2,4,,,50.6,49.4,303,301,179,179,32,15,23,11,6,1,5,1,20,34,15,16,,1,1,,3142,4231,,FullTime
saison-2025-2026-jupiler-pro-league-25-rsc-anderlecht-vs-raal-la-louviere,2025/26,2026-02-15,25,Journée 25,Wesli De Cremer,Royal Sporting Club Anderlecht,RAAL La Louvière,0,0,19,7,5,,9,5,5,2,8,4,15,9,1,5,,,66.9,33.1,531,254,443,177,20,16,12,9,,5,4,1,25,37,9,15,,,1,1,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-25-stvv-vs-sv-zulte-waregem,2025/26,2026-02-15,25,Journée 25,Nathan Verboomen,STVV,SV Zulte Waregem,3,2,17,12,7,3,7,2,3,7,7,6,11,12,3,3,,1,58.6,41.4,408,292,277,163,15,21,8,12,1,3,2,,40,50,11,9,1,1,1,1,433,3412,,FullTime
saison-2025-2026-jupiler-pro-league-26-kaa-gent-vs-cercle-brugge,2025/26,2026-02-20,26,Journée 26,Jan Boterberg,KAA Gent,Cercle Brugge KSV,0,1,5,23,1,4,2,10,2,9,4,10,7,10,,4,1,,44.8,55.2,334,410,227,321,18,19,11,15,3,1,3,4,28,38,9,7,,1,,3,4231,4312,,FullTime
saison-2025-2026-jupiler-pro-league-26-club-brugge-vs-oh-leuven,2025/26,2026-02-21,26,Journée 26,Jasper Vergoote,Club Brugge,OH Leuven,2,1,21,12,10,3,5,7,6,2,12,4,8,14,,1,,,63.6,36.4,530,302,460,225,12,20,7,14,2,7,1,1,22,33,13,6,2,1,2,3,4231,3421,,FullTime
saison-2025-2026-jupiler-pro-league-26-fcv-dender-eh-vs-stvv,2025/26,2026-02-21,26,Journée 26,Simon Bourdeaud'hui,Dender EH,STVV,1,4,11,14,4,4,5,4,2,6,4,9,14,9,3,,,,38.8,61.2,348,560,283,473,20,15,9,10,,3,1,3,29,20,8,13,,4,,,3412,433,,FullTime
saison-2025-2026-jupiler-pro-league-26-union-sg-vs-royal-antwerp-fc,2025/26,2026-02-21,26,Journée 26,Bram van Driessche,Royale Union St-Gilloise,Royal Antwerp FC,2,1,20,4,6,2,7,1,7,1,10,1,13,12,2,2,,,62.1,37.9,502,323,412,214,21,25,11,12,1,5,2,2,14,27,12,13,1,1,4,,3421,3421,,FullTime
saison-2025-2026-jupiler-pro-league-26-krc-genk-vs-standard-de-liege,2025/26,2026-02-22,26,Journée 26,Lothar D'Hondt,KRC Genk,Standard de Liège,0,3,20,12,7,3,7,6,6,3,9,5,5,7,,,,,71.2,28.8,650,261,574,176,9,12,6,11,,7,6,1,18,39,7,4,,2,2,1,433,343,,FullTime
saison-2025-2026-jupiler-pro-league-26-kvc-westerlo-vs-sporting-charleroi,2025/26,2026-02-22,26,Journée 26,Kevin van Damme,KVC Westerlo,Sporting de Charleroi,2,1,12,16,5,2,5,9,2,5,,6,10,13,2,2,,,46.4,53.6,364,402,284,329,14,13,12,5,1,3,2,6,32,11,13,9,,1,1,2,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-26-raal-la-louviere-vs-kv-mechelen,2025/26,2026-02-22,26,Journée 26,Michiel Allaerts,RAAL La Louvière,KV Mechelen,0,2,7,6,2,2,3,1,2,3,4,5,13,15,1,,1,,26.2,73.8,215,640,152,579,14,15,8,7,,2,,4,18,42,15,11,,2,,,3412,3421,,FullTime
saison-2025-2026-jupiler-pro-league-26-sv-zulte-waregem-vs-rsc-anderlecht,2025/26,2026-02-22,26,Journée 26,Bert Verbeke,SV Zulte Waregem,Royal Sporting Club Anderlecht,2,4,31,12,6,5,15,1,10,6,6,4,9,12,1,1,,,54.5,45.5,470,405,394,336,19,23,12,8,1,4,2,5,12,41,12,8,1,3,1,,3421,4231,,FullTime
saison-2025-2026-jupiler-pro-league-27-standard-de-liege-vs-raal-la-louviere,2025/26,2026-02-27,27,Journée 27,Simon Bourdeaud'hui,Standard de Liège,RAAL La Louvière,1,1,9,12,2,3,5,5,2,4,4,3,12,14,1,3,,,52.9,47.1,364,333,269,234,20,18,7,12,2,1,5,2,39,27,11,11,,1,2,1,343,3412,,FullTime
saison-2025-2026-jupiler-pro-league-27-kv-mechelen-vs-sv-zulte-waregem,2025/26,2026-02-28,27,Journée 27,Jasper Vergoote,KV Mechelen,SV Zulte Waregem,2,1,5,16,3,5,2,10,,1,1,8,13,11,1,2,,,40.5,59.5,328,481,243,401,36,15,12,12,4,1,2,1,28,16,11,12,2,1,1,2,3412,352,,FullTime
saison-2025-2026-jupiler-pro-league-27-royal-antwerp-fc-vs-stvv,2025/26,2026-02-28,27,Journée 27,Wesli De Cremer,Royal Antwerp FC,STVV,1,0,12,10,6,3,4,4,2,3,3,4,11,7,2,1,,,30.3,69.7,242,562,162,482,21,19,15,13,3,5,2,2,34,21,6,11,,,2,2,3421,433,,FullTime
saison-2025-2026-jupiler-pro-league-27-rsc-anderlecht-vs-oh-leuven,2025/26,2026-02-28,27,Journée 27,Lothar D'Hondt,Royal Sporting Club Anderlecht,OH Leuven,5,1,14,7,6,2,4,2,4,3,9,8,17,13,4,4,,,56.6,43.4,447,337,379,261,13,17,8,10,1,2,1,1,24,26,13,16,2,,,,4231,3421,,FullTime
saison-2025-2026-jupiler-pro-league-27-cercle-brugge-vs-fcv-dender-eh,2025/26,2026-03-01,27,Journée 27,Nathan Verboomen,Cercle Brugge KSV,Dender EH,0,0,22,11,8,6,9,4,5,1,9,4,10,10,1,2,,,48.1,51.9,318,361,223,260,28,21,17,14,6,8,4,,18,51,9,10,,,4,1,442,442,,FullTime
saison-2025-2026-jupiler-pro-league-27-krc-genk-vs-kaa-gent,2025/26,2026-03-01,27,Journée 27,Nicolas Laforge,KRC Genk,KAA Gent,3,0,16,14,6,2,9,7,1,5,7,8,9,9,2,,,,46.7,53.3,384,423,304,353,23,10,15,6,2,3,1,1,39,26,6,9,3,,3,2,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-27-kvc-westerlo-vs-union-sg,2025/26,2026-03-01,27,Journée 27,Jan Boterberg,KVC Westerlo,Royale Union St-Gilloise,0,0,8,6,4,1,4,3,,2,5,3,6,16,1,3,1,,38.8,61.2,320,506,237,426,22,24,13,11,1,4,2,10,20,24,16,6,,,2,,4231,352,,FullTime
saison-2025-2026-jupiler-pro-league-27-sporting-charleroi-vs-club-brugge,2025/26,2026-03-01,27,Journée 27,Bert Verbeke,Sporting de Charleroi,Club Brugge,1,2,9,16,3,5,2,7,4,4,2,4,8,9,5,1,1,,38.4,61.6,353,556,267,484,20,13,16,7,3,2,2,3,22,11,8,8,,1,,1,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-28-raal-la-louviere-vs-royal-antwerp-fc,2025/26,2026-03-06,28,Journée 28,Jasper Vergoote,RAAL La Louvière,Royal Antwerp FC,0,0,21,5,10,5,6,,5,,7,3,9,21,1,1,,1,60.2,39.8,447,306,363,229,26,24,17,18,5,9,2,,14,39,20,9,,,9,,3412,3421,,FullTime
saison-2025-2026-jupiler-pro-league-28-fcv-dender-eh-vs-sporting-charleroi,2025/26,2026-03-07,28,Journée 28,Jan Boterberg,Dender EH,Sporting de Charleroi,2,2,15,22,5,7,4,8,6,7,5,13,9,11,1,1,,,43,57,318,404,229,329,15,18,11,8,4,2,1,,37,22,11,9,2,2,3,2,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-28-oh-leuven-vs-kvc-westerlo,2025/26,2026-03-07,28,Journée 28,Nathan Verboomen,OH Leuven,KVC Westerlo,0,1,21,9,4,2,13,4,4,3,9,5,13,15,2,3,,,60.9,39.1,355,243,262,157,18,10,11,6,1,4,9,,13,30,15,12,,1,7,1,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-28-union-sg-vs-krc-genk,2025/26,2026-03-07,28,Journée 28,Lawrence Visser,Royale Union St-Gilloise,KRC Genk,2,1,12,5,4,3,6,1,2,1,5,1,9,9,3,2,,,42.4,57.6,396,552,308,448,16,18,13,8,2,2,3,1,18,33,9,8,2,,,,3421,433,,FullTime
saison-2025-2026-jupiler-pro-league-28-club-brugge-vs-rsc-anderlecht,2025/26,2026-03-08,28,Journée 28,Erik Lambrechts,Club Brugge,Royal Sporting Club Anderlecht,2,2,24,13,9,5,13,5,2,3,11,2,7,14,1,3,,,68.5,31.5,597,278,505,197,14,15,11,6,3,6,2,1,12,36,14,6,1,1,3,3,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-28-kaa-gent-vs-kv-mechelen,2025/26,2026-03-08,28,Journée 28,Lothar D'Hondt,KAA Gent,KV Mechelen,3,1,13,8,5,3,6,2,2,3,3,5,9,19,2,2,,,45.5,54.5,383,470,297,380,16,8,7,6,2,3,1,2,35,27,18,9,2,1,1,,3412,343,,FullTime
saison-2025-2026-jupiler-pro-league-28-stvv-vs-cercle-brugge,2025/26,2026-03-08,28,Journée 28,Bert Verbeke,STVV,Cercle Brugge KSV,2,1,15,18,7,6,1,5,7,7,7,5,8,12,,4,,,61.3,38.7,557,340,462,256,23,18,10,11,5,5,,,55,38,12,8,2,,2,1,433,442,,FullTime
saison-2025-2026-jupiler-pro-league-28-sv-zulte-waregem-vs-standard-de-liege,2025/26,2026-03-08,28,Journée 28,Nicolas Laforge,SV Zulte Waregem,Standard de Liège,0,1,19,9,5,4,7,4,7,1,3,2,10,9,,2,,,49.3,50.7,498,516,403,428,15,11,7,8,3,5,1,2,8,29,8,10,,,1,,3412,343,,FullTime
saison-2025-2026-jupiler-pro-league-29-kaa-gent-vs-sv-zulte-waregem,2025/26,2026-03-13,29,Journée 29,Simon Bourdeaud'hui,KAA Gent,SV Zulte Waregem,2,0,11,5,5,1,4,3,2,1,2,6,13,13,2,1,,,51.3,48.7,434,408,356,311,11,9,6,6,1,3,2,,39,31,12,11,,,2,1,3421,532,,FullTime
saison-2025-2026-jupiler-pro-league-29-kvc-westerlo-vs-club-brugge,2025/26,2026-03-14,29,Journée 29,Bram van Driessche,KVC Westerlo,Club Brugge,1,2,14,6,3,3,6,1,5,2,11,2,10,18,1,2,,,51.6,48.4,457,441,373,361,8,13,7,9,1,3,,4,12,47,17,10,1,2,,1,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-29-sporting-charleroi-vs-oh-leuven,2025/26,2026-03-14,29,Journée 29,Jasper Vergoote,Sporting de Charleroi,OH Leuven,0,2,19,10,5,5,9,1,5,4,10,3,5,15,1,1,,,64,36,435,254,358,178,10,15,8,7,3,4,2,2,13,36,15,5,,1,1,1,4231,3421,,FullTime
saison-2025-2026-jupiler-pro-league-29-union-sg-vs-fcv-dender-eh,2025/26,2026-03-14,29,Journée 29,Bert Verbeke,Royale Union St-Gilloise,Dender EH,2,0,9,5,3,1,2,3,4,1,5,5,10,8,,1,,,49.3,50.7,447,462,357,360,14,16,8,8,1,1,2,,26,26,8,10,,,,,3331,433,,FullTime
saison-2025-2026-jupiler-pro-league-29-cercle-brugge-vs-raal-la-louviere,2025/26,2026-03-15,29,Journée 29,Jan Boterberg,Cercle Brugge KSV,RAAL La Louvière,1,3,25,15,10,5,10,5,5,5,5,7,8,11,2,2,,,63.3,36.7,457,265,364,159,17,24,11,12,2,9,3,1,31,40,11,8,1,2,2,,442,3412,,FullTime
saison-2025-2026-jupiler-pro-league-29-krc-genk-vs-stvv,2025/26,2026-03-15,29,Journée 29,Lothar D'Hondt,KRC Genk,STVV,1,0,13,8,4,1,6,4,3,3,5,8,10,8,2,,,,35.8,64.2,343,623,276,552,19,13,9,10,1,3,1,,31,22,6,10,1,,,,4141,4231,,FullTime
saison-2025-2026-jupiler-pro-league-29-kv-mechelen-vs-rsc-anderlecht,2025/26,2026-03-15,29,Journée 29,Nicolas Laforge,KV Mechelen,Royal Sporting Club Anderlecht,1,0,13,17,5,4,5,5,3,8,5,4,9,19,2,6,,1,40.3,59.7,281,427,203,338,18,16,8,10,4,4,1,1,34,27,19,8,,,2,3,343,4231,,FullTime
saison-2025-2026-jupiler-pro-league-29-royal-antwerp-fc-vs-standard-de-liege,2025/26,2026-03-15,29,Journée 29,Nathan Verboomen,Royal Antwerp FC,Standard de Liège,1,1,9,12,2,6,4,5,3,1,5,3,11,10,,3,1,,40.7,59.3,342,500,251,388,17,11,11,6,4,1,2,,39,17,10,10,,1,,5,3421,3421,,FullTime
saison-2025-2026-jupiler-pro-league-30-club-brugge-vs-kv-mechelen,2025/26,2026-03-22,30,Journée 30,Lawrence Visser,Club Brugge,KV Mechelen,4,1,24,5,9,1,10,2,5,2,15,2,10,6,,1,,,59.5,40.5,503,356,424,272,26,14,11,12,,5,1,1,12,28,6,10,4,1,3,,4231,343,,FullTime
