match_id,date,round,referee,home_team,away_team,home_score,away_score,home_xg,away_xg,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_possession,away_possession,attendance
8176,30/11/2025 18:30,"17. kolo, Základní část | neděle 30/11/2025, 18:30 | epet ARENA |",K. Rouček,AC Sparta Praha,FK Pardubice,2,4,3.17,1.65,21,12,5,9,4,1,6,15,5,3,,,81,19,
8177,30/11/2025 15:30,"17. kolo, Základní část | neděle 30/11/2025, 15:30 | Doosan Aréna |",J. Wulkan,FC Viktoria Plzeň,FK Mladá Boleslav,2,1,1.81,1.06,12,7,7,5,7,2,11,12,4,3,0,1,63,37,
8178,06/12/2025 15:00,"18. kolo, Základní část | sobota 06/12/2025, 15:00 | Na Julisce |",D. Vokoun,FK Dukla Praha,FC Slovan Liberec,1,1,0.75,1.36,10,19,2,5,7,7,17,17,3,3,,,40,60,
8179,06/12/2025 18:00,"18. kolo, Základní část | sobota 06/12/2025, 18:00 | Andrův stadión |",S. Volek,SK Sigma Olomouc,AC Sparta Praha,0,1,0.63,0.96,9,4,2,3,4,5,12,13,2,1,,,37,63,
8180,06/12/2025 15:00,"18. kolo, Základní část | sobota 06/12/2025, 15:00 | LOKOTRANS ARÉNA |",J. Beneš,FK Mladá Boleslav,FC Zlín,3,1,0.84,1.57,10,14,6,2,3,13,16,17,1,2,,,50,50,
8181,06/12/2025 15:00,"18. kolo, Základní část | sobota 06/12/2025, 15:00 | Městský fotbalový stadion Miroslava Valenty |",L. Nehasil,1.FC Slovácko,FC Viktoria Plzeň,3,0,1.53,0.42,8,9,4,4,3,3,15,16,3,5,,,40,60,
8182,07/12/2025 18:30,"18. kolo, Základní část | neděle 07/12/2025, 18:30 | Stadion Arnošta Košťála |",J. Všetečka,FK Pardubice,FC Hradec Králové,1,0,1.04,0.5,9,12,3,3,2,8,12,13,3,2,0,1,40,60,
8183,07/12/2025 15:30,"18. kolo, Základní část | neděle 07/12/2025, 15:30 | Městský stadion Karviná |",D. Černý,MFK Karviná,FC Baník Ostrava,0,0,1.38,0.81,15,10,4,3,5,3,10,11,2,1,,,60,40,
8184,07/12/2025 13:00,"18. kolo, Základní část | neděle 07/12/2025, 13:00 | Stadion Střelnice |",O. Berka,FK Jablonec,Bohemians Praha 1905,1,0,0.84,0.63,13,9,5,1,4,4,8,20,1,3,,,49,51,
8185,05/12/2025 18:00,"18. kolo, Základní část | pátek 05/12/2025, 18:00 | AGC Aréna Na Stínadlech |",M. Radina,FK Teplice,SK Slavia Praha,1,2,1.08,3.34,8,17,3,5,5,3,13,15,1,2,,,38,62,
8186,14/12/2025 15:30,"19. kolo, Základní část | neděle 14/12/2025, 15:30 | Doosan Aréna |",S. Volek,FC Viktoria Plzeň,FK Dukla Praha,2,0,3,0.92,21,17,8,7,4,1,13,8,0,2,,,56,44,
8187,14/12/2025 15:30,"19. kolo, Základní část | neděle 14/12/2025, 15:30 | Letná |",O. Berka,FC Zlín,SK Sigma Olomouc,5,0,1.38,0.54,10,7,5,2,0,4,17,18,2,3,,,29,71,
8188,14/12/2025 18:30,"19. kolo, Základní část | neděle 14/12/2025, 18:30 | epet ARENA |",D. Černý,AC Sparta Praha,FC Slovan Liberec,2,2,3.69,0.73,27,7,8,3,9,2,12,15,3,4,0,1,75,25,
8189,13/12/2025 18:00,"19. kolo, Základní část | sobota 13/12/2025, 18:00 | Fortuna Arena |",J. Beneš,SK Slavia Praha,FK Jablonec,4,3,1.96,1.16,16,9,6,3,6,3,10,12,1,3,,,64,36,
8190,13/12/2025 15:00,"19. kolo, Základní část | sobota 13/12/2025, 15:00 | AGC Aréna Na Stínadlech |",J. Všetečka,FK Teplice,1.FC Slovácko,1,0,2.26,0.59,12,9,4,1,8,2,11,12,0,3,,,39,62,
8191,14/12/2025 13:00,"19. kolo, Základní část | neděle 14/12/2025, 13:00 | Ďolíček |",K. Rouček,Bohemians Praha 1905,MFK Karviná,0,3,1.09,2.38,13,17,4,6,2,3,11,9,,,,,49,52,
8192,13/12/2025 15:00,"19. kolo, Základní část | sobota 13/12/2025, 15:00 | Městský stadion Ostrava |",M. Radina,FC Baník Ostrava,FK Pardubice,1,4,1.82,1.07,21,7,2,5,3,1,13,18,1,6,,,62,38,
8193,13/12/2025 15:00,"19. kolo, Základní část | sobota 13/12/2025, 15:00 | Malšovická aréna |",D. Starý,FC Hradec Králové,FK Mladá Boleslav,1,1,2.28,1.45,21,9,6,1,8,2,17,9,3,2,,,54,47,
8194,31/01/2026 18:00,"20. kolo, Základní část | sobota 31/01/2026, 18:00 | Na Julisce |",M. Radina,FK Dukla Praha,AC Sparta Praha,0,3,0.27,2.36,5,16,1,5,1,3,11,17,2,4,1,0,31,69,
8195,01/02/2026 15:30,"20. kolo, Základní část | neděle 01/02/2026, 15:30 | Stadión U Nisy |",O. Berka,FC Slovan Liberec,FC Zlín,2,0,1.65,0.75,16,12,7,1,4,4,18,13,1,2,,,46,54,
8196,01/02/2026 15:30,"20. kolo, Základní část | neděle 01/02/2026, 15:30 | Městský stadion Karviná |",K. Rouček,MFK Karviná,FC Viktoria Plzeň,0,2,1.16,0.76,19,11,6,5,4,3,8,16,1,3,,,56,44,
8197,31/01/2026 15:00,"20. kolo, Základní část | sobota 31/01/2026, 15:00 | Andrův stadión |",J. Beneš,SK Sigma Olomouc,FC Hradec Králové,1,0,0.98,0.81,16,5,2,3,7,3,13,9,1,1,,,48,52,
8198,01/02/2026 13:00,"20. kolo, Základní část | neděle 01/02/2026, 13:00 | Městský fotbalový stadion Miroslava Valenty |",D. Černý,1.FC Slovácko,FC Baník Ostrava,2,2,3.86,2.21,19,14,8,6,6,6,15,14,4,0,,,62,38,
8199,31/01/2026 15:00,"20. kolo, Základní část | sobota 31/01/2026, 15:00 | LOKOTRANS ARÉNA |",S. Volek,FK Mladá Boleslav,Bohemians Praha 1905,2,2,1.46,1.93,14,11,4,3,10,3,11,11,4,1,,,71,29,
8200,01/02/2026 18:30,"20. kolo, Základní část | neděle 01/02/2026, 18:30 | Stadion Arnošta Košťála |",L. Nehasil,FK Pardubice,SK Slavia Praha,1,1,2.27,2.04,21,14,6,6,6,4,19,9,0,2,0,1,62,38,
8201,31/01/2026 15:00,"20. kolo, Základní část | sobota 31/01/2026, 15:00 | Stadion Střelnice |",J. Wulkan,FK Jablonec,FK Teplice,1,0,1.18,0.78,12,12,2,0,1,1,18,14,1,2,1,0,43,58,
8202,08/02/2026 13:00,"21. kolo, Základní část | neděle 08/02/2026, 13:00 | Malšovická aréna |",K. Rouček,FC Hradec Králové,FK Dukla Praha,3,0,2.82,2.15,14,19,6,4,2,4,11,8,2,2,,,56,44,
8203,07/02/2026 15:00,"21. kolo, Základní část | sobota 07/02/2026, 15:00 | Městský stadion Ostrava |",O. Berka,FC Baník Ostrava,SK Sigma Olomouc,2,0,1.02,0.8,10,13,4,4,4,6,13,13,5,1,,,40,60,
8204,08/02/2026 18:30,"21. kolo, Základní část | neděle 08/02/2026, 18:30 | Doosan Aréna |",M. Radina,FC Viktoria Plzeň,FC Slovan Liberec,3,1,1.29,1.58,17,16,6,2,4,5,11,14,1,1,,,61,39,
8205,08/02/2026 15:30,"21. kolo, Základní část | neděle 08/02/2026, 15:30 | Letná |",J. Beneš,FC Zlín,AC Sparta Praha,0,3,0.28,1.83,5,18,0,7,1,6,10,11,1,2,,,29,71,
8206,07/02/2026 15:00,"21. kolo, Základní část | sobota 07/02/2026, 15:00 | Stadion Střelnice |",L. Nehasil,FK Jablonec,1.FC Slovácko,0,0,0.5,1.35,6,15,3,5,5,8,14,12,0,2,,,47,53,
8207,07/02/2026 15:00,"21. kolo, Základní část | sobota 07/02/2026, 15:00 | AGC Aréna Na Stínadlech |",S. Volek,FK Teplice,MFK Karviná,2,0,1.85,1.1,14,6,6,4,3,4,11,9,1,1,0,1,42,58,
8208,08/02/2026 15:30,"21. kolo, Základní část | neděle 08/02/2026, 15:30 | Ďolíček |",J. Všetečka,Bohemians Praha 1905,FK Pardubice,1,2,1.36,1.54,16,7,5,3,10,2,16,9,2,3,0,1,69,31,
8209,07/02/2026 18:00,"21. kolo, Základní část | sobota 07/02/2026, 18:00 | Fortuna Arena |",D. Černý,SK Slavia Praha,FK Mladá Boleslav,4,0,3.4,0.24,20,8,9,3,4,0,21,8,2,0,,,61,39,
8210,14/02/2026 15:00,"22. kolo, Základní část | sobota 14/02/2026, 15:00 | Na Julisce |",O. Pechanec,FK Dukla Praha,FC Zlín,0,0,0.58,1.15,10,9,2,2,4,6,15,13,2,2,,,61,39,
8211,14/02/2026 18:00,"22. kolo, Základní část | sobota 14/02/2026, 18:00 | Andrův stadión |",D. Černý,SK Sigma Olomouc,FC Viktoria Plzeň,1,2,0.65,1.14,13,16,2,4,6,5,14,15,4,3,,,46,55,
8212,15/02/2026 18:30,"22. kolo, Základní část | neděle 15/02/2026, 18:30 | epet ARENA |",L. Nehasil,AC Sparta Praha,FC Hradec Králové,2,0,2.44,0.67,14,11,7,4,6,2,12,8,2,1,,,63,37,
8213,15/02/2026 15:30,"22. kolo, Základní část | neděle 15/02/2026, 15:30 | Stadión U Nisy |",J. Beneš,FC Slovan Liberec,FC Baník Ostrava,1,0,1.43,0.94,15,12,7,3,5,3,13,12,3,4,,,44,56,
8214,14/02/2026 15:00,"22. kolo, Základní část | sobota 14/02/2026, 15:00 | Městský fotbalový stadion Miroslava Valenty |",K. Rouček,1.FC Slovácko,Bohemians Praha 1905,1,2,0.59,1.87,12,15,4,6,7,6,8,15,1,0,,,73,27,
8215,14/02/2026 15:00,"22. kolo, Základní část | sobota 14/02/2026, 15:00 | Městský stadion Karviná |",M. Radina,MFK Karviná,SK Slavia Praha,1,3,1.07,1.73,11,21,3,7,3,10,6,13,1,2,,,49,51,
8216,15/02/2026 15:30,"22. kolo, Základní část | neděle 15/02/2026, 15:30 | LOKOTRANS ARÉNA |",D. Starý,FK Mladá Boleslav,FK Teplice,0,0,0.37,0.84,8,12,0,2,3,4,15,19,5,6,,,61,39,
8217,15/02/2026 13:00,"22. kolo, Základní část | neděle 15/02/2026, 13:00 | Stadion Arnošta Košťála |",O. Berka,FK Pardubice,FK Jablonec,0,2,1.03,0.23,14,12,4,4,10,6,15,6,0,1,,,57,43,
8218,22/02/2026 18:30,"23. kolo, Základní část | neděle 22/02/2026, 18:30 | Doosan Aréna |",S. Volek,FC Viktoria Plzeň,AC Sparta Praha,0,0,2,0.87,21,11,7,5,10,6,15,13,1,4,,,45,55,
8219,21/02/2026 15:00,"23. kolo, Základní část | sobota 21/02/2026, 15:00 | Malšovická aréna |",M. Radina,FC Hradec Králové,FC Zlín,0,0,0.44,0.45,10,7,1,2,5,3,11,15,2,1,,,66,34,
8220,22/02/2026 15:30,"23. kolo, Základní část | neděle 22/02/2026, 15:30 | Městský stadion Ostrava |",L. Nehasil,FC Baník Ostrava,FK Mladá Boleslav,0,0,1.03,0.46,16,11,5,7,8,3,16,11,1,2,,,48,52,
8221,22/02/2026 13:00,"23. kolo, Základní část | neděle 22/02/2026, 13:00 | Ďolíček |",O. Berka,Bohemians Praha 1905,FK Dukla Praha,1,0,1.74,0.23,16,5,5,2,10,4,8,8,0,2,,,53,47,
8222,21/02/2026 18:00,"23. kolo, Základní část | sobota 21/02/2026, 18:00 | Fortuna Arena |",O. Pechanec,SK Slavia Praha,FC Slovan Liberec,1,0,2.5,0.3,16,9,5,2,12,5,16,18,4,1,,,54,46,
8223,22/02/2026 15:30,"23. kolo, Základní část | neděle 22/02/2026, 15:30 | AGC Aréna Na Stínadlech |",P. Orel,FK Teplice,SK Sigma Olomouc,1,3,0.74,1.8,20,11,3,4,8,4,13,17,1,1,,,51,49,
8224,21/02/2026 15:00,"23. kolo, Základní část | sobota 21/02/2026, 15:00 | Stadion Střelnice |",J. Beneš,FK Jablonec,MFK Karviná,1,0,1.71,1.26,15,18,6,7,8,8,12,11,3,3,,,45,55,
8225,21/02/2026 15:00,"23. kolo, Základní část | sobota 21/02/2026, 15:00 | Městský fotbalový stadion Miroslava Valenty |",D. Černý,1.FC Slovácko,FK Pardubice,2,0,0.82,2.12,8,18,3,5,4,6,8,13,1,2,,,41,59,
8226,27/02/2026 18:00,"24. kolo, Základní část | pátek 27/02/2026, 18:00 | Na Julisce |",D. Černý,FK Dukla Praha,SK Slavia Praha,0,2,0.57,1.79,8,10,1,4,4,4,12,12,1,0,,,42,59,
8227,01/03/2026 18:30,"24. kolo, Základní část | neděle 01/03/2026, 18:30 | Andrův stadión |",S. Volek,SK Sigma Olomouc,Bohemians Praha 1905,1,0,0.46,2.16,7,16,4,6,2,5,6,14,2,0,,,50,50,
8228,28/02/2026 15:00,"24. kolo, Základní část | sobota 28/02/2026, 15:00 | Stadión U Nisy |",O. Berka,FC Slovan Liberec,FC Hradec Králové,0,1,0.42,0.33,9,7,2,3,8,6,12,13,2,1,,,55,45,
8229,28/02/2026 18:00,"24. kolo, Základní část | sobota 28/02/2026, 18:00 | epet ARENA |",K. Rouček,AC Sparta Praha,FC Baník Ostrava,5,2,3.81,0.26,19,6,10,2,5,3,11,18,2,3,0,1,64,36,
8230,01/03/2026 15:30,"24. kolo, Základní část | neděle 01/03/2026, 15:30 | Letná |",D. Starý,FC Zlín,FC Viktoria Plzeň,3,0,1.56,1.01,9,15,4,3,3,4,16,12,,,,,27,73,
8231,01/03/2026 13:00,"24. kolo, Základní část | neděle 01/03/2026, 13:00 | Městský stadion Karviná |",J. Wulkan,MFK Karviná,1.FC Slovácko,0,2,1.01,1.47,15,10,4,2,7,4,16,10,1,3,0,1,60,40,
8232,28/02/2026 15:00,"24. kolo, Základní část | sobota 28/02/2026, 15:00 | Stadion Arnošta Košťála |",J. Beneš,FK Pardubice,FK Teplice,1,1,2,1.54,13,10,5,4,6,2,11,17,2,3,1,1,65,35,
8233,28/02/2026 15:00,"24. kolo, Základní část | sobota 28/02/2026, 15:00 | LOKOTRANS ARÉNA |",P. Orel,FK Mladá Boleslav,FK Jablonec,3,0,0.78,0.83,9,16,5,1,2,5,7,15,,,0,1,47,53,
8234,07/03/2026 15:00,"25. kolo, Základní část | sobota 07/03/2026, 15:00 | AGC Aréna Na Stínadlech |",J. Wulkan,FK Teplice,FK Dukla Praha,0,0,1.21,0.95,11,13,4,3,5,6,14,18,1,5,,,57,43,
8235,07/03/2026 18:00,"25. kolo, Základní část | sobota 07/03/2026, 18:00 | Stadion Střelnice |",D. Starý,FK Jablonec,SK Sigma Olomouc,1,2,1.47,1.43,10,9,1,2,6,4,15,16,2,6,,,57,43,
8236,07/03/2026 15:00,"25. kolo, Základní část | sobota 07/03/2026, 15:00 | Ďolíček |",D. Černý,Bohemians Praha 1905,FC Slovan Liberec,0,0,0.76,1.46,7,16,4,6,5,8,17,12,2,3,1,1,41,59,
8237,08/03/2026 18:30,"25. kolo, Základní část | neděle 08/03/2026, 18:30 | Fortuna Arena |",S. Volek,SK Slavia Praha,AC Sparta Praha,3,1,2.28,1.27,15,6,4,1,7,2,13,17,1,6,,,55,46,
8238,08/03/2026 13:00,"25. kolo, Základní část | neděle 08/03/2026, 13:00 | Městský stadion Ostrava |",J. Všetečka,FC Baník Ostrava,FC Zlín,6,2,2.97,2.1,13,13,9,5,5,3,10,7,0,1,,,56,44,
8239,08/03/2026 15:30,"25. kolo, Základní část | neděle 08/03/2026, 15:30 | Malšovická aréna |",K. Rouček,FC Hradec Králové,FC Viktoria Plzeň,0,3,0.76,1.54,12,18,5,6,8,6,5,6,,,,,49,51,
8240,08/03/2026 15:30,"25. kolo, Základní část | neděle 08/03/2026, 15:30 | Městský stadion Karviná |",O. Berka,MFK Karviná,FK Pardubice,1,2,1.59,1.2,13,8,5,2,9,3,12,15,1,2,,,63,37,
8241,07/03/2026 15:00,"25. kolo, Základní část | sobota 07/03/2026, 15:00 | Městský fotbalový stadion Miroslava Valenty |",M. Radina,1.FC Slovácko,FK Mladá Boleslav,2,2,1.53,1.6,23,15,9,7,4,9,10,12,0,1,,,59,41,
8242,14/03/2026 15:00,"26. kolo, Základní část | sobota 14/03/2026, 15:00 | Malšovická aréna |",D. Starý,FC Hradec Králové,FC Baník Ostrava,1,0,1.05,0.56,6,12,2,4,4,5,7,10,2,3,,,45,55,
8243,15/03/2026 15:30,"26. kolo, Základní část | neděle 15/03/2026, 15:30 | Doosan Aréna |",M. Radina,FC Viktoria Plzeň,Bohemians Praha 1905,2,0,3.9,0.76,19,7,12,1,8,4,9,12,0,3,0,1,59,41,
8244,14/03/2026 18:00,"26. kolo, Základní část | sobota 14/03/2026, 18:00 | Letná |",K. Rouček,FC Zlín,SK Slavia Praha,1,3,1.19,2.38,6,22,3,4,3,6,15,7,1,0,,,33,67,
8245,15/03/2026 13:00,"26. kolo, Základní část | neděle 15/03/2026, 13:00 | Stadión U Nisy |",S. Volek,FC Slovan Liberec,FK Teplice,1,1,1.55,0.51,16,9,3,5,6,4,16,23,3,5,0,1,56,44,
8246,14/03/2026 15:00,"26. kolo, Základní část | sobota 14/03/2026, 15:00 | Na Julisce |",O. Berka,FK Dukla Praha,FK Jablonec,2,0,1.35,1.32,10,20,3,4,2,13,13,11,2,1,,,37,63,
8247,15/03/2026 18:30,"26. kolo, Základní část | neděle 15/03/2026, 18:30 | epet ARENA |",J. Všetečka,AC Sparta Praha,1.FC Slovácko,5,2,3.22,1.65,18,15,8,4,4,1,8,8,1,1,,,57,43,
8248,15/03/2026 15:30,"26. kolo, Základní část | neděle 15/03/2026, 15:30 | Andrův stadión |",V. Opočenský,SK Sigma Olomouc,MFK Karviná,2,2,3.04,0.78,18,9,7,4,4,2,12,7,3,2,,,63,37,
8249,14/03/2026 15:00,"26. kolo, Základní část | sobota 14/03/2026, 15:00 | LOKOTRANS ARÉNA |",J. Wulkan,FK Mladá Boleslav,FK Pardubice,2,0,1.34,0.61,10,11,6,1,1,5,11,14,,,,,52,48,
8250,25/04/2026 16:00,"27. kolo, Základní část | sobota 25/04/2026, 16:00 | Městský fotbalový stadion Miroslava Valenty |",M. Radina,1.FC Slovácko,FK Dukla Praha,1,2,1.95,0.3,15,5,5,2,4,1,10,22,2,2,,,64,36,
8251,25/04/2026 16:00,"27. kolo, Základní část | sobota 25/04/2026, 16:00 | Fortuna Arena |",S. Volek,SK Slavia Praha,SK Sigma Olomouc,2,1,3.83,0.25,31,4,8,3,13,2,6,6,0,1,0,1,65,36,
8252,25/04/2026 16:00,"27. kolo, Základní část | sobota 25/04/2026, 16:00 | Stadion Střelnice |",L. Nehasil,FK Jablonec,FC Slovan Liberec,1,2,2.42,0.47,10,10,3,6,6,6,16,20,3,5,,,61,39,
8253,25/04/2026 16:00,"27. kolo, Základní část | sobota 25/04/2026, 16:00 | Ďolíček |",K. Rouček,Bohemians Praha 1905,AC Sparta Praha,2,0,2.21,0.28,12,5,5,2,7,4,15,14,2,3,0,1,40,60,
8254,25/04/2026 16:00,"27. kolo, Základní část | sobota 25/04/2026, 16:00 | Stadion Arnošta Košťála |",D. Vokoun,FK Pardubice,FC Zlín,3,1,1.48,1.07,9,10,4,1,3,4,15,19,0,1,,,56,45,
8255,25/04/2026 16:00,"27. kolo, Základní část | sobota 25/04/2026, 16:00 | Městský stadion Ostrava |",D. Černý,FC Baník Ostrava,FC Viktoria Plzeň,0,1,1.19,1.03,9,16,0,4,4,8,15,12,3,1,,,48,52,
8256,25/04/2026 16:00,"27. kolo, Základní část | sobota 25/04/2026, 16:00 | AGC Aréna Na Stínadlech |",J. Wulkan,FK Teplice,FC Hradec Králové,0,1,1.21,1.91,17,9,3,2,10,2,15,15,1,0,,,59,41,
8257,25/04/2026 16:00,"27. kolo, Základní část | sobota 25/04/2026, 16:00 | Městský stadion Karviná |",J. Beneš,MFK Karviná,FK Mladá Boleslav,0,3,0.61,1.09,9,14,1,5,6,3,11,16,2,3,,,58,42,
8258,04/04/2026 15:00,"28. kolo, Základní část | sobota 04/04/2026, 15:00 | Na Julisce |",P. Orel,FK Dukla Praha,FK Pardubice,0,2,0.69,0.88,8,12,2,5,4,7,14,18,4,2,,,52,48,
8259,04/04/2026 15:00,"28. kolo, Základní část | sobota 04/04/2026, 15:00 | Andrův stadión |",J. Beneš,SK Sigma Olomouc,FK Mladá Boleslav,2,4,1.15,1.93,12,16,7,7,9,7,12,19,0,2,,,56,44,
8260,04/04/2026 15:00,"28. kolo, Základní část | sobota 04/04/2026, 15:00 | Stadión U Nisy |",O. Berka,FC Slovan Liberec,1.FC Slovácko,2,1,1.58,0.35,20,5,6,3,5,3,13,17,3,1,,,58,42,
8261,05/04/2026 18:30,"28. kolo, Základní část | neděle 05/04/2026, 18:30 | epet ARENA |",K. Rouček,AC Sparta Praha,MFK Karviná,2,0,1.4,0.63,17,13,8,1,14,5,7,11,2,3,,,59,41,
8262,04/04/2026 15:00,"28. kolo, Základní část | sobota 04/04/2026, 15:00 | Letná |",M. Radina,FC Zlín,FK Jablonec,0,3,0.33,1.82,11,13,1,8,4,12,20,22,4,1,,,54,47,
8263,04/04/2026 18:00,"28. kolo, Základní část | sobota 04/04/2026, 18:00 | Doosan Aréna |",D. Černý,FC Viktoria Plzeň,FK Teplice,2,2,2.96,0.45,30,8,11,3,9,1,8,17,0,2,0,1,71,30,
8264,05/04/2026 13:00,"28. kolo, Základní část | neděle 05/04/2026, 13:00 | Malšovická aréna |",L. Nehasil,FC Hradec Králové,Bohemians Praha 1905,2,0,1.2,0.89,7,12,3,2,0,4,6,12,0,4,,,53,47,
8265,05/04/2026 15:30,"28. kolo, Základní část | neděle 05/04/2026, 15:30 | Městský stadion Ostrava |",J. Wulkan,FC Baník Ostrava,SK Slavia Praha,0,2,1.24,1.89,8,14,4,7,3,13,14,15,1,0,,,41,59,
8266,11/04/2026 15:00,"29. kolo, Základní část | sobota 11/04/2026, 15:00 | Stadion Střelnice |",J. Beneš,FK Jablonec,FC Baník Ostrava,4,1,3.09,0.99,10,11,5,4,4,4,18,11,1,3,,,44,56,
8267,12/04/2026 18:30,"29. kolo, Základní část | neděle 12/04/2026, 18:30 | Fortuna Arena |",M. Radina,SK Slavia Praha,FC Viktoria Plzeň,0,0,1.75,0.62,20,11,6,5,4,3,18,13,4,4,1,0,55,45,
8268,11/04/2026 15:00,"29. kolo, Základní část | sobota 11/04/2026, 15:00 | Ďolíček |",J. Wulkan,Bohemians Praha 1905,FC Zlín,2,1,2.33,1.04,21,16,7,4,10,4,10,11,1,4,,,61,39,
8269,12/04/2026 15:30,"29. kolo, Základní část | neděle 12/04/2026, 15:30 | AGC Aréna Na Stínadlech |",D. Starý,FK Teplice,AC Sparta Praha,0,1,0.33,1.3,9,12,1,4,2,4,11,17,1,2,,,28,72,
8270,11/04/2026 18:00,"29. kolo, Základní část | sobota 11/04/2026, 18:00 | Městský fotbalový stadion Miroslava Valenty |",S. Volek,1.FC Slovácko,FC Hradec Králové,1,3,0.99,2.11,6,11,2,6,1,4,10,12,2,1,,,56,44,
8271,12/04/2026 13:00,"29. kolo, Základní část | neděle 12/04/2026, 13:00 | Městský stadion Karviná |",D. Vokoun,MFK Karviná,FC Slovan Liberec,3,1,1.56,1.96,15,11,7,3,2,5,16,25,4,3,0,1,62,38,
8272,12/04/2026 15:30,"29. kolo, Základní část | neděle 12/04/2026, 15:30 | Stadion Arnošta Košťála |",K. Rouček,FK Pardubice,SK Sigma Olomouc,2,1,1.26,3.41,7,19,4,4,3,6,17,8,2,2,,,36,64,
8273,12/04/2026 15:30,"29. kolo, Základní část | neděle 12/04/2026, 15:30 | LOKOTRANS ARÉNA |",L. Nehasil,FK Mladá Boleslav,FK Dukla Praha,1,1,1.52,0.74,15,13,5,6,4,2,12,17,3,4,,,65,35,
8274,18/04/2026 15:00,"30. kolo, Základní část | sobota 18/04/2026, 15:00 | Městský stadion Ostrava |",O. Berka,FC Baník Ostrava,Bohemians Praha 1905,0,2,2.02,0.65,10,10,5,4,3,2,10,11,1,3,,,62,38,
8275,19/04/2026 15:30,"30. kolo, Základní část | neděle 19/04/2026, 15:30 | Malšovická aréna |",D. Černý,FC Hradec Králové,SK Slavia Praha,2,1,1.51,2.8,8,21,2,6,2,10,12,17,1,2,0,2,36,64,
8276,18/04/2026 15:00,"30. kolo, Základní část | sobota 18/04/2026, 15:00 | Letná |",L. Nehasil,FC Zlín,FK Teplice,3,2,1.16,1.46,12,12,5,3,4,4,13,23,0,2,0,1,45,55,
8277,18/04/2026 18:00,"30. kolo, Základní část | sobota 18/04/2026, 18:00 | epet ARENA |",M. Radina,AC Sparta Praha,FK Jablonec,3,1,1.7,0.58,14,7,7,2,6,5,9,12,,,,,65,35,
8278,19/04/2026 13:00,"30. kolo, Základní část | neděle 19/04/2026, 13:00 | Andrův stadión |",D. Starý,SK Sigma Olomouc,1.FC Slovácko,2,1,3.12,1.23,22,10,9,5,6,4,15,14,2,2,0,2,56,44,
8279,18/04/2026 15:00,"30. kolo, Základní část | sobota 18/04/2026, 15:00 | Na Julisce |",O. Pechanec,FK Dukla Praha,MFK Karviná,1,2,1.27,2.14,15,16,6,8,3,7,17,12,1,3,,,42,58,
8280,19/04/2026 18:30,"30. kolo, Základní část | neděle 19/04/2026, 18:30 | Doosan Aréna |",S. Volek,FC Viktoria Plzeň,FK Pardubice,0,1,1.11,0.98,16,9,3,5,7,4,12,17,0,2,1,0,67,33,
8281,18/04/2026 15:00,"30. kolo, Základní část | sobota 18/04/2026, 15:00 | Stadión U Nisy |",K. Rouček,FC Slovan Liberec,FK Mladá Boleslav,0,0,0.72,0.28,16,4,2,1,5,2,20,20,2,2,,,40,60,
8282,02/05/2026 18:00,"1. kolo, Skupina o titul | sobota 02/05/2026, 18:00 | Stadión U Nisy |",J. Wulkan,FC Slovan Liberec,SK Slavia Praha,1,2,0.44,0.85,7,9,2,2,3,6,17,18,6,1,1,0,54,46,
8283,03/05/2026 15:30,"1. kolo, Skupina o titul | neděle 03/05/2026, 15:30 | Doosan Aréna |",O. Berka,FC Viktoria Plzeň,FC Hradec Králové,3,1,2.31,1.15,24,8,9,4,8,3,6,13,1,1,,,58,42,
8285,03/05/2026 18:30,"1. kolo, Skupina o titul | neděle 03/05/2026, 18:30 | epet ARENA |",S. Volek,AC Sparta Praha,FK Jablonec,2,0,2.13,0.57,19,12,5,2,9,4,17,10,1,1,1,1,57,43,
8286,09/05/2026 16:00,"2. kolo, Skupina o titul | sobota 09/05/2026, 16:00 | Doosan Aréna |",S. Volek,FC Viktoria Plzeň,FC Slovan Liberec,2,0,2.37,0.35,17,6,7,2,3,2,9,15,2,3,,,59,42,
8301,02/05/2026 15:00,", Play-off o umístění | sobota 02/05/2026, 15:00 | Městský stadion Karviná |",J. Machálek,MFK Karviná,FK Pardubice,1,2,1.18,1.83,11,12,3,5,7,4,12,9,1,1,,,63,37,
8302,02/05/2026 15:00,", Play-off o umístění | sobota 02/05/2026, 15:00 | Ďolíček |",V. Opočenský,Bohemians Praha 1905,SK Sigma Olomouc,1,3,1.64,1.71,10,21,3,7,6,5,14,5,0,1,,,42,58,
8305,02/05/2026 15:00,"1. kolo, Skupina o záchranu | sobota 02/05/2026, 15:00 | Městský stadion Ostrava |",M. Radina,FC Baník Ostrava,FK Mladá Boleslav,0,0,0.44,0.45,9,8,4,3,6,4,15,13,2,4,,,31,69,
8306,02/05/2026 15:00,"1. kolo, Skupina o záchranu | sobota 02/05/2026, 15:00 | Letná |",K. Rouček,FC Zlín,FK Dukla Praha,2,1,1.67,2.09,11,16,3,6,3,6,15,14,3,2,,,39,61,
