match_id,season,date,round,referee,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,status
SP1_20251214_SEVILLA_OVIEDO,2025/26,2025-12-14,,Isidro Díaz de Mera,Sevilla,Oviedo,4,0,13,5,7,1,5,3,11,12,1,2,0,1,full_time
SP1_20251214_CELTA_ATHBILBA,2025/26,2025-12-14,,Alejandro Hernández Hernández,Celta,Ath Bilbao,2,0,5,14,2,2,1,4,11,13,3,2,0,0,full_time
SP1_20251214_ALAVES_REALMADR,2025/26,2025-12-14,,Víctor García Verdura,Alaves,Real Madrid,1,2,6,13,2,6,5,7,12,13,3,1,0,0,full_time
SP1_20251215_VALLECAN_BETIS,2025/26,2025-12-15,,Ricardo de Burgos,Vallecano,Betis,0,0,23,13,7,6,8,3,10,7,4,1,0,0,full_time
SP1_20251219_VALENCIA_MALLORCA,2025/26,2025-12-19,,Alejandro Quintero González,Valencia,Mallorca,1,1,17,4,2,2,12,3,10,12,2,3,0,0,full_time
SP1_20251220_OVIEDO_CELTA,2025/26,2025-12-20,,Francisco Hernández Maeso,Oviedo,Celta,0,0,10,6,3,2,4,3,14,7,2,1,0,0,full_time
SP1_20251220_LEVANTE_SOCIEDAD,2025/26,2025-12-20,,Guillermo Cuadra Fernández,Levante,Sociedad,1,1,13,18,3,6,7,10,16,13,6,2,0,0,full_time
SP1_20251220_OSASUNA_ALAVES,2025/26,2025-12-20,,César Soto Grado,Osasuna,Alaves,3,0,16,7,7,3,9,0,16,11,2,2,0,0,full_time
SP1_20251220_REALMADR_SEVILLA,2025/26,2025-12-20,,Alejandro Muñiz Ruiz,Real Madrid,Sevilla,2,0,18,14,8,5,6,5,13,19,2,5,0,1,full_time
SP1_20251221_GIRONA_ATHMADRI,2025/26,2025-12-21,,José Luis Guzmán Mansilla,Girona,Ath Madrid,0,3,9,14,2,6,3,4,7,14,2,0,0,0,full_time
