match_id,season,date,round,referee,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,status
D1_20260425_FCKOLN_LEVERKUS,2025/26,2026-04-25,,Robert Hartmann,FC Koln,Leverkusen,1,2,25,8,10,3,2,5,11,5,1,2,0,0,full_time
D1_20260425_HEIDENHE_STPAULI,2025/26,2026-04-25,,Felix Zwayer,Heidenheim,St Pauli,2,0,12,11,5,2,6,6,7,6,0,1,0,0,full_time
D1_20260425_MAINZ_BAYERNMU,2025/26,2026-04-25,,Martin Petersen,Mainz,Bayern Munich,3,4,21,11,8,6,4,4,14,10,1,2,0,0,full_time
D1_20260425_WOLFSBUR_M'GLADBA,2025/26,2026-04-25,,Tobias Stieler,Wolfsburg,M'gladbach,0,0,12,10,4,2,8,5,11,5,1,3,0,1,full_time
D1_20260425_HAMBURG_HOFFENHE,2025/26,2026-04-25,,Robert Schröder,Hamburg,Hoffenheim,1,2,12,15,4,6,4,9,11,18,2,4,0,0,full_time
D1_20260426_STUTTGAR_WERDERBR,2025/26,2026-04-26,,Christian Dingert,Stuttgart,Werder Bremen,1,1,20,9,4,3,14,2,8,10,0,1,0,0,full_time
D1_20260426_DORTMUND_FREIBURG,2025/26,2026-04-26,,Robin Braun,Dortmund,Freiburg,4,0,17,7,5,4,5,0,19,10,1,0,0,0,full_time
D1_20260502_BAYERNMU_HEIDENHE,2025/26,2026-05-02,,Frank Willenborg,Bayern Munich,Heidenheim,3,3,23,12,7,5,13,5,6,7,3,2,0,0,full_time
D1_20260502_EINFRANK_HAMBURG,2025/26,2026-05-02,,Deniz Aytekin,Ein Frankfurt,Hamburg,1,2,8,9,5,4,9,4,13,5,6,1,1,0,full_time
D1_20260502_HOFFENHE_STUTTGAR,2025/26,2026-05-02,,Sascha Stegemann,Hoffenheim,Stuttgart,3,3,22,14,9,5,4,5,18,9,3,1,0,1,full_time
D1_20260502_UNIONBER_FCKOLN,2025/26,2026-05-02,,Daniel Schlager,Union Berlin,FC Koln,2,2,13,8,3,4,2,5,7,10,2,3,0,0,full_time
D1_20260502_WERDERBR_AUGSBURG,2025/26,2026-05-02,,Daniel Siebert,Werder Bremen,Augsburg,1,3,15,14,4,7,8,2,11,4,1,1,0,0,full_time
D1_20260502_LEVERKUS_RBLEIPZI,2025/26,2026-05-02,,Tobias Welz,Leverkusen,RB Leipzig,4,1,23,14,8,5,7,3,7,12,1,3,0,0,full_time
D1_20260503_STPAULI_MAINZ,2025/26,2026-05-03,,Timo Gerach,St Pauli,Mainz,1,2,10,17,3,6,7,7,10,8,3,1,0,0,full_time
D1_20260503_M'GLADBA_DORTMUND,2025/26,2026-05-03,,Florian Badstübner,M'gladbach,Dortmund,1,0,12,6,4,1,1,1,14,17,3,1,0,0,full_time
D1_20260503_FREIBURG_WOLFSBUR,2025/26,2026-05-03,,Bastian Dankert,Freiburg,Wolfsburg,1,1,11,13,3,4,1,7,5,11,1,1,0,0,full_time
D1_20260508_DORTMUND_EINFRANK,2025/26,2026-05-08,,Patrick Ittrich,Dortmund,Ein Frankfurt,3,2,13,9,8,4,6,2,14,8,3,0,0,0,full_time
D1_20260509_AUGSBURG_M'GLADBA,2025/26,2026-05-09,,Tobias Reichel,Augsburg,M'gladbach,3,1,15,16,10,4,2,2,11,9,2,2,0,0,full_time
D1_20260509_HOFFENHE_WERDERBR,2025/26,2026-05-09,,Sören Storks,Hoffenheim,Werder Bremen,1,0,15,11,4,2,8,3,4,3,1,2,0,1,full_time
D1_20260509_RBLEIPZI_STPAULI,2025/26,2026-05-09,,Benjamin Brand,RB Leipzig,St Pauli,2,1,13,7,5,3,3,5,5,9,2,0,0,0,full_time
D1_20260509_STUTTGAR_LEVERKUS,2025/26,2026-05-09,,Robert Schröder,Stuttgart,Leverkusen,3,1,20,6,9,5,7,6,13,8,2,1,0,0,full_time
D1_20260509_WOLFSBUR_BAYERNMU,2025/26,2026-05-09,,Matthias Jöllenbeck,Wolfsburg,Bayern Munich,0,1,17,16,5,9,6,3,8,5,1,0,0,0,full_time
D1_20260510_HAMBURG_FREIBURG,2025/26,2026-05-10,,Felix Zwayer,Hamburg,Freiburg,3,2,14,5,5,3,2,4,15,8,2,2,0,0,full_time
D1_20260510_FCKOLN_HEIDENHE,2025/26,2026-05-10,,Sven Jablonski,FC Koln,Heidenheim,1,3,18,11,7,5,6,4,9,8,2,2,0,0,full_time
D1_20260510_MAINZ_UNIONBER,2025/26,2026-05-10,,Florian Exner,Mainz,Union Berlin,1,3,14,16,3,9,7,8,11,10,2,1,0,0,full_time
D1_20260516_BAYERNMU_FCKOLN,2025/26,2026-05-16,,Deniz Aytekin,Bayern Munich,FC Koln,5,1,19,9,7,2,5,5,6,4,1,1,0,0,full_time
D1_20260516_EINFRANK_STUTTGAR,2025/26,2026-05-16,,Tobias Welz,Ein Frankfurt,Stuttgart,2,2,16,13,7,7,6,6,14,12,2,3,0,0,full_time
D1_20260516_FREIBURG_RBLEIPZI,2025/26,2026-05-16,,Sascha Stegemann,Freiburg,RB Leipzig,4,1,11,14,5,6,1,2,13,7,0,1,0,0,full_time
D1_20260516_HEIDENHE_MAINZ,2025/26,2026-05-16,,Robert Hartmann,Heidenheim,Mainz,0,2,15,15,5,9,6,3,8,12,1,1,0,0,full_time
D1_20260516_LEVERKUS_HAMBURG,2025/26,2026-05-16,,Tobias Stieler,Leverkusen,Hamburg,1,1,26,19,9,6,8,3,8,11,1,2,0,0,full_time
D1_20260516_M'GLADBA_HOFFENHE,2025/26,2026-05-16,,Frank Willenborg,M'gladbach,Hoffenheim,4,0,9,11,6,3,2,9,11,15,4,6,0,1,full_time
D1_20260516_STPAULI_WOLFSBUR,2025/26,2026-05-16,,Daniel Siebert,St Pauli,Wolfsburg,1,3,11,19,2,10,8,9,6,9,2,3,0,0,full_time
D1_20260516_UNIONBER_AUGSBURG,2025/26,2026-05-16,,Patrick Ittrich,Union Berlin,Augsburg,4,0,17,11,9,1,4,9,6,7,3,1,0,0,full_time
D1_20260516_WERDERBR_DORTMUND,2025/26,2026-05-16,,Bastian Dankert,Werder Bremen,Dortmund,0,2,9,17,3,9,4,5,8,5,0,0,0,0,full_time
